Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Category
12-06-2006,26.0,32.4,28.6,71.0,0.0,0.0,3.0,315.0,0.0,NW,Sun
13-06-2006,26.0,33.4,29.4,66.0,0.0,8.0,3.0,270.0,1.0,E ,Sun
14-06-2006,26.0,33.0,29.7,69.0,0.0,6.4,2.0,315.0,0.0,NW,Sun
15-06-2006,26.0,32.4,30.5,74.0,0.0,2.0,3.0,315.0,0.0,NW,Sun
16-06-2006,26.0,32.8,29.0,72.0,0.0,3.0,3.0,315.0,0.0,NW,Sun
17-06-2006,26.0,32.4,28.8,70.0,0.0,8.0,3.0,315.0,0.0,N ,Sun
18-06-2006,25.0,32.4,28.4,73.0,0.0,8.0,4.0,225.0,1.0,S ,Sun
19-06-2006,25.0,34.0,28.7,66.0,0.0,8.0,3.0,90.0,1.0,NE,Sun
20-06-2006,26.0,33.4,28.8,70.0,0.0,8.0,4.0,45.0,0.0,NE,Sun
21-06-2006,25.0,33.2,28.9,71.0,0.0,8.0,3.0,315.0,1.0,NW,Sun
22-06-2006,26.0,32.4,28.6,71.0,0.0,8.0,3.0,180.0,0.0,S ,Sun
23-06-2006,26.0,32.6,28.8,74.0,0.0,7.1,2.0,90.0,0.0,E ,Sun
24-06-2006,25.0,31.8,29.0,73.0,0.0,3.0,3.0,90.0,0.0,E ,Sun
25-06-2006,25.0,32.0,28.1,70.0,0.0,7.0,3.0,360.0,1.0,N ,Sun
26-06-2006,24.0,32.8,28.4,71.0,0.0,8.0,4.0,90.0,2.0,E ,Sun
27-06-2006,25.0,34.0,28.7,61.0,0.0,8.0,3.0,45.0,1.0,NE,Sun
28-06-2006,25.0,32.4,28.4,70.0,0.0,7.0,2.0,90.0,1.0,E ,Sun
29-06-2006,25.0,33.6,28.8,62.0,0.0,8.0,3.0,90.0,1.0,E ,Sun
30-06-2006,26.0,34.4,29.3,64.0,0.0,8.0,3.0,180.0,1.0,S ,Sun
01-07-2006,25.0,33.0,29.0,65.0,0.0,6.0,3.0,90.0,1.0,S ,Sun
02-07-2006,26.0,33.0,28.9,66.0,0.0,8.0,3.0,45.0,0.0,E ,Sun
03-07-2006,26.0,33.0,28.7,68.0,0.0,8.0,3.0,360.0,0.0,N ,Sun
04-07-2006,26.0,33.8,29.2,68.0,0.0,8.0,5.0,90.0,2.0,E ,Sun
05-07-2006,26.0,33.8,29.3,66.0,0.0,8.0,3.0,180.0,1.0,SW,Sun
06-07-2006,26.0,33.6,29.0,70.0,0.0,6.5,3.0,270.0,1.0,E ,Sun
07-07-2006,26.0,32.2,28.2,72.0,0.0,3.3,3.0,270.0,0.0,W ,Sun
08-07-2006,26.0,32.8,28.4,71.0,0.0,0.0,3.0,270.0,0.0,W ,Sun
09-07-2006,26.0,34.2,29.4,67.0,0.0,8.0,4.0,90.0,1.0,SE,Sun
10-07-2006,26.0,33.2,28.9,74.0,0.0,5.0,3.0,225.0,1.0,E ,Sun
11-07-2006,26.0,33.2,28.4,74.0,0.0,4.5,4.0,45.0,1.0,NE,Sun
12-07-2006,25.0,33.2,28.5,63.0,0.0,8.0,4.0,360.0,2.0,NE,Sun
13-07-2006,25.0,32.0,28.5,65.0,0.0,0.5,3.0,180.0,1.0,S ,Sun
14-07-2006,26.0,33.6,28.8,62.0,0.0,7.0,3.0,180.0,1.0,S ,Sun
15-07-2006,25.0,33.0,28.9,64.0,0.0,8.0,3.0,270.0,1.0,SW,Sun
16-07-2006,26.0,33.4,28.9,66.0,0.0,8.0,4.0,45.0,2.0,SW,Sun
17-07-2006,26.0,33.6,29.3,64.0,0.0,8.0,5.0,90.0,2.0,E ,Sun
18-07-2006,26.0,33.6,29.2,68.0,0.0,8.0,4.0,90.0,1.0,E ,Sun
19-07-2006,26.0,33.8,29.0,72.0,0.0,8.0,4.0,45.0,1.0,E ,Sun
20-07-2006,25.0,31.4,28.2,75.0,16.0,1.0,3.0,360.0,1.0,W ,Rain
21-07-2006,24.0,33.0,28.2,71.0,7.4,6.1,3.0,90.0,0.0,E ,Rain
22-07-2006,25.0,31.4,27.3,76.0,0.0,1.5,2.0,225.0,1.0,SE,Sun
23-07-2006,25.0,32.6,28.7,66.0,0.0,5.5,3.0,45.0,1.0,SW,Sun
24-07-2006,26.0,33.0,28.6,70.0,0.0,8.0,5.0,225.0,2.0,SW,Sun
25-07-2006,26.0,34.0,29.5,65.0,0.0,8.0,4.0,180.0,1.0,S ,Sun
26-07-2006,26.0,32.8,28.8,69.0,0.0,8.0,3.0,360.0,1.0,N ,Sun
27-07-2006,25.0,33.8,29.1,64.0,0.0,8.0,5.0,135.0,1.0,S ,Sun
28-07-2006,26.0,32.6,28.7,72.0,0.0,5.5,3.0,270.0,1.0,W ,Sun
29-07-2006,25.0,34.2,29.2,71.0,0.0,8.0,4.0,270.0,1.0,W ,Sun
30-07-2006,24.0,32.0,28.5,74.0,19.8,6.0,3.0,90.0,1.0,N ,Rain
31-07-2006,25.0,31.7,27.4,78.0,10.0,8.0,4.0,45.0,1.0,E ,Rain
01-08-2006,25.0,31.6,27.5,75.0,0.0,2.0,3.0,90.0,0.0,E ,Sun
02-08-2006,25.0,33.2,28.3,69.0,0.0,8.0,4.0,360.0,1.0,E ,Sun
03-08-2006,24.0,33.6,28.5,66.0,0.0,8.0,3.0,180.0,2.0,E ,Sun
04-08-2006,24.0,34.0,28.3,64.0,0.0,8.0,4.0,180.0,1.0,S ,Sun
05-08-2006,24.0,33.4,28.0,64.0,0.0,8.0,4.0,135.0,2.0,SE,Sun
06-08-2006,24.0,32.0,27.7,67.0,0.0,8.0,3.0,90.0,1.0,E ,Sun
07-08-2006,24.0,31.2,27.2,68.0,0.0,5.0,3.0,270.0,1.0,E ,Sun
08-08-2006,24.0,32.4,27.3,64.0,0.0,8.0,4.0,270.0,1.0,W ,Sun
09-08-2006,25.0,32.0,28.0,66.0,0.0,8.0,3.0,90.0,0.0,NE,Sun
10-08-2006,25.0,31.0,27.8,70.0,0.0,3.0,3.0,45.0,1.0,NE,Sun
11-08-2006,24.0,32.4,27.9,68.0,0.0,7.5,3.0,270.0,1.0,E ,Sun
12-08-2006,24.0,33.6,27.8,67.0,0.0,8.0,4.0,90.0,1.0,N ,Sun
13-08-2006,24.0,32.0,27.6,68.0,0.0,8.0,4.0,90.0,1.0,E ,Sun
14-08-2006,26.0,32.6,28.4,66.0,0.0,8.0,3.0,90.0,2.0,E ,Sun
15-08-2006,26.0,32.4,28.6,66.0,0.0,7.0,3.0,45.0,3.0,E ,Sun
16-08-2006,26.0,33.4,29.2,68.0,0.0,8.0,4.0,180.0,2.0,SW,Sun
17-08-2006,25.0,34.0,28.9,67.0,0.0,8.0,6.0,135.0,2.0,SE,Sun
18-08-2006,25.0,34.0,28.7,74.0,0.0,8.0,4.0,90.0,1.0,E ,Sun
19-08-2006,25.0,33.2,28.2,78.0,0.0,7.5,3.0,270.0,1.0,NE,Sun
20-08-2006,26.0,33.8,29.2,70.0,0.0,6.5,3.0,90.0,1.0,E ,Sun
21-08-2006,25.0,32.0,28.7,74.0,0.0,8.0,3.0,90.0,2.0,E ,Sun
22-08-2006,25.0,33.6,28.7,74.0,0.0,8.0,4.0,90.0,1.0,E ,Sun
23-08-2006,25.0,32.4,28.6,65.0,0.0,8.0,3.0,90.0,2.0,E ,Sun
24-08-2006,26.0,34.2,29.1,64.0,0.0,8.0,4.0,180.0,1.0,SW,Sun
25-08-2006,25.0,33.4,28.8,72.0,0.0,8.0,4.0,45.0,1.0,SW,Sun
26-08-2006,25.0,32.4,28.3,72.0,0.0,8.0,3.0,360.0,2.0,N ,Sun
27-08-2006,25.0,32.4,28.1,68.0,0.0,8.0,3.0,270.0,2.0,E ,Sun
28-08-2006,24.0,33.6,28.5,63.0,0.0,8.0,4.0,135.0,1.0,SE,Sun
29-08-2006,25.0,33.4,28.0,67.0,0.0,7.8,4.0,135.0,2.0,SE,Sun
30-08-2006,26.0,33.4,28.9,70.0,0.0,8.0,4.0,90.0,2.0,SW,Sun
31-08-2006,25.0,32.8,28.9,71.0,0.0,7.0,4.0,45.0,2.0,NE,Sun
01-09-2006,25.0,32.4,28.3,69.0,0.0,8.0,4.0,315.0,2.0,NW,Sun
02-09-2006,25.0,33.4,29.2,69.0,0.0,8.0,3.0,45.0,2.0,N ,Sun
03-09-2006,25.0,33.2,28.4,71.0,0.0,8.0,3.0,45.0,2.0,E ,Sun
04-09-2006,24.0,32.4,27.6,70.0,0.0,8.0,3.0,315.0,2.0,W ,Sun
05-09-2006,24.0,33.0,28.0,63.0,0.0,8.0,3.0,315.0,2.0,W ,Sun
06-09-2006,24.0,34.0,28.4,64.0,0.0,8.0,3.0,315.0,2.0,W ,Sun
07-09-2006,25.0,34.5,29.0,68.0,0.0,8.0,4.0,135.0,3.0,E ,Sun
08-09-2006,25.0,34.0,28.3,68.0,0.0,8.0,4.0,135.0,3.0,SE,Sun
09-09-2006,26.0,34.0,29.2,66.0,0.0,8.0,5.0,45.0,3.0,NE,Sun
10-09-2006,25.0,35.4,30.0,71.0,0.0,8.0,5.0,45.0,3.0,NE,Sun
11-09-2006,25.0,36.0,29.0,64.0,0.0,8.0,4.0,90.0,3.0,E ,Sun
12-09-2006,26.0,34.6,29.0,60.0,0.0,8.0,3.0,270.0,3.0,E ,Sun
13-09-2006,26.0,34.8,29.0,61.0,0.0,8.0,4.0,225.0,2.0,W ,Sun
14-09-2006,25.0,32.8,29.1,67.0,0.0,7.0,4.0,225.0,3.0,NW,Sun
15-09-2006,27.0,33.6,29.6,74.0,0.0,3.0,3.0,90.0,2.0,E ,Sun
16-09-2006,26.0,33.4,29.3,71.0,0.0,7.0,4.0,45.0,3.0,NE,Sun
17-09-2006,25.0,33.2,28.7,68.0,0.0,5.0,5.0,180.0,4.0,SW,Sun
18-09-2006,25.0,33.4,28.9,70.0,0.0,8.0,4.0,225.0,3.0,E ,Sun
19-09-2006,26.0,34.6,29.0,64.0,0.0,8.0,4.0,45.0,3.0,E ,Sun
20-09-2006,25.0,34.6,29.5,61.0,0.0,8.0,4.0,270.0,3.0,W ,Sun
21-09-2006,25.0,33.6,28.7,63.0,0.0,8.0,4.0,180.0,3.0,S ,Sun
22-09-2006,24.0,33.4,28.3,67.0,0.0,8.0,3.0,180.0,2.0,S ,Sun
23-09-2006,25.0,32.8,28.2,70.0,0.0,6.0,3.0,225.0,2.0,SW,Sun
24-09-2006,25.0,31.8,28.1,68.0,0.0,8.0,4.0,90.0,3.0,E ,Sun
25-09-2006,25.0,32.7,27.9,64.0,0.0,8.0,4.0,90.0,3.0,NE,Sun
26-09-2006,25.0,32.4,28.4,65.0,0.0,7.0,4.0,90.0,3.0,NE,Sun
27-09-2006,25.0,33.0,28.3,66.0,0.0,7.5,4.0,360.0,3.0,N ,Sun
28-09-2006,25.0,33.6,28.7,58.0,0.0,6.5,4.0,180.0,3.0,N ,Sun
29-09-2006,25.0,34.0,28.8,68.0,0.0,8.0,4.0,180.0,3.0,S ,Sun
30-09-2006,25.0,33.8,29.0,62.0,0.2,8.0,3.0,225.0,3.0,NW,Sun
01-10-2006,25.0,34.2,29.3,63.0,0.0,8.0,4.0,360.0,1.0,W ,Sun
02-10-2006,25.0,36.8,29.5,52.0,0.0,8.0,4.0,360.0,1.0,E ,Sun
03-10-2006,26.0,34.6,29.6,60.0,0.0,8.0,3.0,360.0,1.0,W ,Sun
04-10-2006,26.0,33.8,29.4,64.0,0.0,7.5,4.0,315.0,1.0,W ,Sun
05-10-2006,26.0,33.4,29.4,67.0,0.0,7.8,4.0,315.0,2.0,W ,Sun
06-10-2006,26.0,34.0,29.1,68.0,0.0,7.0,4.0,90.0,1.0,E ,Sun
07-10-2006,25.0,33.2,29.0,69.0,0.0,7.5,4.0,90.0,1.0,E ,Sun
08-10-2006,25.0,35.1,29.8,65.0,0.0,7.0,4.0,90.0,2.0,N ,Sun
09-10-2006,25.0,35.3,29.6,57.0,0.0,8.0,3.0,360.0,2.0,N ,Sun
10-10-2006,25.0,34.0,29.1,61.0,0.0,8.0,3.0,135.0,1.0,SE,Sun
11-10-2006,26.0,33.4,29.0,62.0,0.0,8.0,4.0,315.0,2.0,S ,Sun
12-10-2006,26.0,33.6,29.9,65.0,0.0,8.0,5.0,180.0,2.0,S ,Sun
13-10-2006,25.0,34.0,29.0,62.0,0.0,7.0,3.0,360.0,1.0,N ,Sun
14-10-2006,25.0,35.0,29.6,67.0,0.0,8.0,3.0,360.0,1.0,N ,Sun
15-10-2006,27.0,33.8,29.5,72.0,0.0,8.0,3.0,360.0,2.0,N ,Sun
16-10-2006,27.0,34.0,29.8,70.0,0.0,6.8,3.0,315.0,1.0,NW,Sun
17-10-2006,27.0,32.8,29.6,68.0,0.0,5.1,5.0,225.0,1.0,SW,Sun
18-10-2006,27.0,34.6,30.3,66.0,0.0,8.0,4.0,180.0,2.0,W ,Sun
19-10-2006,25.0,34.6,28.8,65.0,0.0,4.0,3.0,360.0,1.0,W ,Sun
20-10-2006,26.0,34.8,30.2,68.0,0.0,8.0,3.0,315.0,1.0,W ,Sun
21-10-2006,28.0,34.6,30.5,70.0,0.0,7.0,3.0,360.0,1.0,N ,Sun
22-10-2006,27.0,35.1,30.6,69.0,0.0,7.0,4.0,180.0,1.0,N ,Sun
23-10-2006,26.0,34.8,29.4,70.0,0.0,8.0,4.0,270.0,2.0,SW,Sun
24-10-2006,26.0,34.2,29.9,67.0,0.0,8.0,4.0,315.0,2.0,W ,Sun
25-10-2006,25.0,35.2,29.8,66.0,0.0,8.0,4.0,180.0,1.0,S ,Sun
26-10-2006,25.0,33.8,29.5,71.0,0.0,3.0,4.0,360.0,1.0,NW,Sun
27-10-2006,27.0,34.6,29.7,68.0,0.0,8.0,3.0,360.0,2.0,N ,Sun
28-10-2006,26.0,34.3,29.6,70.0,0.0,5.4,3.0,225.0,2.0,NW,Sun
29-10-2006,27.0,34.0,29.2,68.0,0.0,7.7,4.0,225.0,2.0,NW,Sun
30-10-2006,27.0,33.2,29.9,71.0,0.0,3.0,4.0,270.0,2.0,W ,Sun
31-10-2006,25.0,34.6,30.1,68.0,10.6,8.0,4.0,360.0,1.0,N ,Rain
01-11-2006,25.0,33.0,29.1,75.0,0.0,4.0,3.0,360.0,0.0,N ,Sun
02-11-2006,25.0,33.6,28.7,73.0,0.0,8.0,4.0,90.0,1.0,E ,Sun
03-11-2006,27.0,33.8,29.5,72.0,0.0,5.2,3.0,315.0,1.0,N ,Sun
04-11-2006,27.0,35.2,30.1,71.0,0.0,8.0,4.0,315.0,2.0,S ,Sun
05-11-2006,27.0,34.2,30.1,68.0,0.0,7.5,4.0,180.0,2.0,W ,Sun
06-11-2006,26.0,34.8,30.1,67.0,0.0,7.0,3.0,45.0,1.0,NE,Sun
07-11-2006,25.0,34.0,30.0,72.0,0.0,7.0,3.0,360.0,2.0,NW,Sun
08-11-2006,25.0,33.6,29.3,74.0,17.0,7.0,4.0,315.0,2.0,NW,Rain
09-11-2006,25.0,34.1,29.3,72.0,0.0,5.0,3.0,360.0,1.0,N ,Sun
10-11-2006,26.0,35.0,29.3,72.0,0.0,8.0,4.0,270.0,2.0,S ,Sun
11-11-2006,27.0,33.9,29.4,75.0,0.0,7.5,4.0,270.0,2.0,W ,Sun
12-11-2006,25.0,34.6,30.0,68.0,0.0,6.0,3.0,270.0,1.0,W ,Sun
13-11-2006,26.0,35.0,29.7,72.0,0.0,8.0,3.0,135.0,0.0,SE,Sun
14-11-2006,25.0,36.2,30.0,68.0,0.0,8.0,4.0,180.0,1.0,S ,Sun
15-11-2006,26.0,36.0,30.4,68.0,0.0,8.0,4.0,180.0,2.0,N ,Sun
16-11-2006,28.0,34.8,30.2,66.0,8888.0,8.0,4.0,135.0,2.0,E ,Rain
17-11-2006,28.0,35.8,30.5,68.0,0.0,8.0,4.0,270.0,2.0,W ,Sun
18-11-2006,25.0,35.6,30.7,70.0,0.0,4.0,3.0,270.0,1.0,W ,Sun
19-11-2006,25.0,36.0,30.5,69.0,0.0,8.0,3.0,360.0,1.0,N ,Sun
20-11-2006,25.0,35.4,31.1,68.0,0.0,7.0,4.0,90.0,1.0,NE,Sun
21-11-2006,26.0,35.1,29.7,69.0,0.0,8.0,3.0,360.0,2.0,NE,Sun
22-11-2006,26.0,34.4,30.3,70.0,5.7,2.5,4.0,270.0,2.0,N ,Rain
23-11-2006,26.0,32.8,28.7,80.0,0.4,4.0,4.0,270.0,2.0,SW,Sun
24-11-2006,25.0,34.6,29.9,71.0,0.0,1.0,4.0,180.0,1.0,S ,Sun
25-11-2006,26.0,34.8,29.7,71.0,0.0,5.4,4.0,90.0,1.0,E ,Sun
26-11-2006,25.0,35.0,30.3,70.0,0.0,7.0,4.0,180.0,1.0,E ,Sun
27-11-2006,26.0,32.8,28.5,75.0,0.5,0.0,3.0,315.0,1.0,SE,Sun
28-11-2006,26.0,33.4,28.7,74.0,8888.0,0.6,4.0,180.0,2.0,S ,Rain
29-11-2006,26.0,32.8,29.4,72.0,3.2,3.5,4.0,270.0,2.0,W ,Drizzle
30-11-2006,25.0,34.6,29.9,70.0,8888.0,8.0,3.0,90.0,1.0,E ,Rain
01-12-2006,25.0,33.4,29.7,70.0,2.0,2.0,2.0,315.0,0.0,NW,Drizzle
02-12-2006,26.0,33.4,29.1,72.0,1.4,4.0,3.0,315.0,2.0,NW,Drizzle
03-12-2006,27.0,33.2,29.6,74.0,0.0,5.0,3.0,360.0,1.0,N ,Sun
04-12-2006,26.0,31.6,29.1,80.0,1.2,1.0,4.0,360.0,1.0,N ,Drizzle
05-12-2006,27.0,32.8,28.8,78.0,0.0,4.5,4.0,180.0,1.0,NW,Sun
06-12-2006,26.0,32.8,29.1,76.0,0.0,1.2,4.0,90.0,2.0,W ,Sun
07-12-2006,25.0,33.6,29.7,71.0,0.0,4.2,3.0,360.0,4.0,NW,Sun
08-12-2006,25.0,33.4,29.7,71.0,0.0,4.3,4.0,360.0,1.0,W ,Sun
09-12-2006,26.0,34.4,29.4,73.0,0.0,6.5,5.0,180.0,2.0,N ,Sun
10-12-2006,27.0,32.0,28.9,74.0,0.5,0.0,3.0,360.0,1.0,N ,Sun
11-12-2006,26.0,33.9,29.8,68.0,0.0,4.5,4.0,315.0,1.0,NW,Sun
12-12-2006,26.0,33.6,29.2,72.0,2.1,4.3,4.0,225.0,2.0,W ,Drizzle
13-12-2006,27.0,33.0,28.8,76.0,0.0,0.5,4.0,270.0,2.0,W ,Sun
14-12-2006,25.0,34.4,29.8,73.0,0.0,5.0,4.0,270.0,2.0,NW,Sun
15-12-2006,26.0,33.8,29.8,72.0,0.0,7.0,4.0,270.0,2.0,SW,Sun
16-12-2006,27.0,34.4,30.1,73.0,0.0,8.0,5.0,225.0,2.0,N ,Sun
17-12-2006,27.0,32.6,29.3,78.0,6.6,2.0,3.0,270.0,1.0,NW,Rain
18-12-2006,26.0,30.6,28.7,83.0,12.2,0.0,3.0,315.0,1.0,NW,Rain
19-12-2006,26.0,32.4,28.6,79.0,0.0,3.5,4.0,315.0,2.0,W ,Sun
20-12-2006,27.0,32.4,29.0,75.0,0.0,1.5,4.0,315.0,2.0,NW,Sun
21-12-2006,25.0,33.2,29.4,75.0,0.0,4.0,5.0,360.0,2.0,NW,Sun
22-12-2006,26.0,32.4,28.5,78.0,28.9,2.0,6.0,315.0,2.0,NW,Rain
23-12-2006,26.0,30.2,28.0,82.0,6.2,0.0,6.0,360.0,3.0,NW,Rain
24-12-2006,26.0,30.6,27.4,83.0,3.4,0.0,5.0,360.0,2.0,NW,Drizzle
25-12-2006,26.0,32.6,28.0,79.0,1.2,1.0,8.0,315.0,2.0,W ,Drizzle
26-12-2006,26.0,31.4,28.0,82.0,3.6,2.0,4.0,270.0,2.0,NW,Drizzle
27-12-2006,25.0,30.4,27.2,83.0,0.0,0.0,4.0,315.0,2.0,NW,Sun
28-12-2006,26.0,31.8,28.7,76.0,1.5,1.0,8.0,315.0,5.0,W ,Drizzle
29-12-2006,25.0,27.6,26.2,88.0,25.0,0.0,6.0,315.0,3.0,W ,Rain
30-12-2006,24.0,30.0,27.4,85.0,16.3,0.0,4.0,270.0,2.0,W ,Rain
31-12-2006,24.0,29.6,26.3,80.0,0.2,0.5,7.0,270.0,3.0,W ,Sun
01-01-2007,24.0,31.0,27.4,77.0,6.5,1.5,5.0,315.0,3.0,W ,Rain
02-01-2007,24.0,32.0,27.7,74.0,0.0,3.0,10.0,270.0,4.0,W ,Sun
03-01-2007,25.0,31.6,28.2,72.0,0.0,3.0,7.0,270.0,5.0,W ,Sun
04-01-2007,26.0,33.0,28.4,62.0,0.0,4.0,8.0,315.0,5.0,W ,Sun
05-01-2007,25.0,33.6,29.1,64.0,0.0,6.0,9.0,360.0,3.0,W ,Sun
06-01-2007,25.0,34.0,28.9,63.0,0.0,8.0,7.0,270.0,5.0,W ,Sun
07-01-2007,26.0,34.2,29.8,60.0,0.0,8.0,8.0,270.0,4.0,W ,Sun
08-01-2007,26.0,33.4,29.0,63.0,0.0,6.0,4.0,270.0,2.0,W ,Sun
09-01-2007,27.0,32.4,29.1,74.0,0.0,8.0,7.0,315.0,4.0,W ,Sun
10-01-2007,26.0,36.0,31.1,54.0,0.0,1.0,6.0,270.0,4.0,W ,Sun
11-01-2007,25.0,36.0,30.3,56.0,0.0,8.0,9.0,270.0,4.0,W ,Sun
12-01-2007,26.0,35.2,29.9,61.0,0.0,5.0,6.0,270.0,4.0,W ,Sun
13-01-2007,26.0,34.4,29.7,63.0,0.0,8.0,8.0,270.0,4.0,W ,Sun
14-01-2007,26.0,34.4,29.3,71.0,0.0,5.0,8.0,270.0,3.0,W ,Sun
15-01-2007,26.0,32.0,28.9,70.0,0.2,3.0,5.0,315.0,3.0,W ,Sun
16-01-2007,26.0,34.0,28.5,74.0,0.0,8.0,6.0,315.0,2.0,W ,Sun
17-01-2007,26.0,33.2,29.4,72.0,5.0,6.1,4.0,315.0,1.0,W ,Drizzle
18-01-2007,25.0,33.0,29.0,76.0,1.0,8.0,5.0,270.0,2.0,W ,Drizzle
19-01-2007,26.0,33.2,29.0,74.0,0.0,6.0,4.0,270.0,2.0,W ,Sun
20-01-2007,25.0,32.6,28.9,77.0,0.4,3.0,3.0,270.0,0.0,SW,Sun
21-01-2007,26.0,32.8,28.6,78.0,0.0,8.0,6.0,270.0,2.0,NW,Sun
22-01-2007,26.0,32.6,29.2,77.0,1.6,3.0,4.0,315.0,2.0,W ,Drizzle
23-01-2007,23.0,29.6,27.1,83.0,37.5,0.0,3.0,270.0,1.0,W ,Rain
24-01-2007,24.0,32.0,26.8,81.0,7.7,2.0,5.0,315.0,2.0,NW,Rain
25-01-2007,24.0,30.1,28.0,78.0,37.2,0.0,4.0,315.0,1.0,W ,Rain
26-01-2007,25.0,31.5,27.7,83.0,0.0,6.0,5.0,270.0,2.0,NW,Sun
27-01-2007,26.0,30.4,28.2,81.0,18.9,0.5,7.0,270.0,2.0,W ,Rain
28-01-2007,26.0,31.0,27.7,82.0,6.6,1.5,4.0,270.0,2.0,W ,Rain
29-01-2007,25.0,28.8,27.4,80.0,4.8,0.0,4.0,315.0,3.0,NW,Drizzle
30-01-2007,25.0,29.6,27.8,76.0,15.5,1.0,5.0,270.0,2.0,NW,Rain
31-01-2007,24.0,29.0,27.0,78.0,68.4,0.0,7.0,315.0,3.0,NW,Rain
01-02-2007,24.0,27.0,26.0,90.0,234.7,0.0,6.0,270.0,2.0,NW,Rain
02-02-2007,24.0,28.0,25.9,92.0,76.7,0.0,8.0,270.0,3.0,NW,Rain
03-02-2007,25.0,29.8,27.1,78.0,4.4,2.0,5.0,315.0,3.0,NW,Drizzle
04-02-2007,25.0,29.4,26.7,83.0,17.7,0.0,5.0,315.0,2.0,W ,Rain
05-02-2007,23.0,30.4,27.3,86.0,105.0,3.5,4.0,315.0,2.0,NW,Rain
06-02-2007,24.0,29.8,26.6,82.0,0.6,3.0,4.0,315.0,2.0,NW,Sun
07-02-2007,22.0,29.2,27.3,81.0,32.1,1.0,4.0,225.0,2.0,W ,Rain
08-02-2007,22.0,28.3,25.0,90.0,35.4,0.0,3.0,360.0,1.0,W ,Rain
09-02-2007,25.0,29.6,26.9,89.0,66.0,1.5,4.0,315.0,2.0,NW,Rain
10-02-2007,25.0,30.6,27.8,82.0,0.1,3.0,4.0,360.0,2.0,N ,Sun
11-02-2007,25.0,31.2,28.3,80.0,0.0,5.8,4.0,360.0,1.0,N ,Sun
12-02-2007,26.0,31.4,28.7,78.0,3.6,7.2,4.0,360.0,2.0,N ,Drizzle
13-02-2007,24.0,27.4,26.4,85.0,20.6,0.5,4.0,270.0,3.0,W ,Rain
14-02-2007,25.0,31.8,26.7,82.0,0.0,7.0,4.0,315.0,1.0,NW,Sun
15-02-2007,25.0,31.8,27.4,85.0,13.8,6.0,3.0,360.0,2.0,N ,Rain
16-02-2007,24.0,30.6,27.0,82.0,0.0,0.0,4.0,360.0,2.0,N ,Sun
17-02-2007,25.0,33.5,27.4,77.0,0.8,6.6,3.0,270.0,2.0,N ,Sun
18-02-2007,25.0,32.8,27.6,78.0,8888.0,6.5,4.0,270.0,1.0,W ,Rain
19-02-2007,24.0,30.8,27.8,78.0,0.2,2.0,4.0,315.0,1.0,NW,Sun
20-02-2007,24.0,29.0,26.4,88.0,2.6,0.0,3.0,270.0,1.0,W ,Drizzle
21-02-2007,25.0,30.8,27.0,82.0,0.0,0.5,4.0,360.0,2.0,NW,Sun
22-02-2007,26.0,32.4,27.7,78.0,1.7,2.0,5.0,360.0,2.0,NW,Drizzle
23-02-2007,25.0,31.5,27.9,76.0,0.0,7.5,3.0,315.0,2.0,N ,Sun
24-02-2007,24.0,29.8,27.7,82.0,29.9,0.0,4.0,270.0,1.0,N ,Rain
25-02-2007,24.0,31.0,26.9,84.0,3.4,5.0,4.0,270.0,1.0,W ,Drizzle
26-02-2007,25.0,32.2,27.7,82.0,12.4,5.0,4.0,360.0,2.0,W ,Rain
27-02-2007,25.0,31.4,27.0,84.0,12.8,1.5,8.0,45.0,3.0,W ,Rain
28-02-2007,25.0,32.0,27.9,75.0,0.4,6.0,5.0,270.0,3.0,E ,Sun
01-03-2007,25.0,31.8,27.4,70.0,2.6,6.5,7.0,270.0,4.0,W ,Drizzle
02-03-2007,25.0,29.2,27.1,85.0,17.7,0.5,8.0,90.0,4.0,E ,Rain
03-03-2007,25.0,30.0,27.0,76.0,0.5,0.4,6.0,270.0,4.0,W ,Sun
04-03-2007,24.0,31.8,26.7,79.0,5.3,1.0,5.0,90.0,3.0,W ,Rain
05-03-2007,24.0,31.6,26.8,82.0,17.5,3.0,9.0,135.0,5.0,E ,Rain
06-03-2007,25.0,31.5,27.6,75.0,0.3,1.0,6.0,315.0,5.0,E ,Sun
07-03-2007,25.0,32.2,27.7,76.0,1.2,2.9,7.0,90.0,4.0,W ,Drizzle
08-03-2007,25.0,31.2,27.8,76.0,12.9,5.5,5.0,360.0,3.0,NW,Rain
09-03-2007,25.0,29.8,27.8,82.0,32.2,3.5,5.0,315.0,4.0,N ,Rain
10-03-2007,25.0,31.1,27.9,80.0,9.8,4.0,7.0,45.0,4.0,N ,Rain
11-03-2007,25.0,31.6,27.9,79.0,6.0,4.0,4.0,315.0,3.0,N ,Rain
12-03-2007,26.0,33.0,28.6,77.0,0.0,5.0,4.0,315.0,2.0,NW,Sun
13-03-2007,25.0,31.4,28.1,77.0,7.9,4.4,4.0,315.0,3.0,NW,Rain
14-03-2007,25.0,32.6,27.6,79.0,21.6,7.0,5.0,315.0,4.0,NW,Rain
15-03-2007,25.0,32.4,28.1,78.0,0.0,2.0,4.0,270.0,3.0,W ,Sun
