Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Category
13-07-2000,25.0,32.6,28.4,75.0,0.0,7.8,4.0,70.0,2.0,E ,Sun
14-07-2000,25.0,32.4,27.8,81.0,2.0,1.5,4.0,20.0,1.0,N ,Drizzle
15-07-2000,25.0,32.8,28.0,76.0,0.0,8.0,3.0,40.0,0.0,E ,Sun
16-07-2000,25.0,31.2,27.3,81.0,0.0,2.6,4.0,90.0,1.0,E ,Sun
17-07-2000,26.0,31.8,28.2,79.0,0.0,8.0,5.0,90.0,2.0,E ,Sun
18-07-2000,25.0,32.7,28.4,70.0,0.0,8.0,6.0,90.0,3.0,E ,Sun
19-07-2000,25.0,33.4,28.2,77.0,0.0,8.0,4.0,100.0,2.0,E ,Sun
20-07-2000,26.0,31.7,27.9,74.0,0.0,1.5,5.0,60.0,2.0,E ,Sun
21-07-2000,25.0,32.8,28.8,78.0,0.0,7.9,5.0,80.0,1.0,E ,Sun
22-07-2000,25.0,32.6,28.7,72.0,0.0,8.0,5.0,40.0,2.0,N ,Sun
23-07-2000,25.0,33.0,27.8,67.0,0.0,8.0,4.0,350.0,2.0,NE,Sun
24-07-2000,25.0,32.6,28.0,75.0,0.0,8.0,5.0,80.0,2.0,E ,Sun
25-07-2000,25.0,32.9,28.1,74.0,0.0,8.0,5.0,90.0,2.0,E ,Sun
26-07-2000,25.0,31.6,28.2,72.0,0.0,2.3,6.0,100.0,2.0,E ,Sun
27-07-2000,25.0,32.0,28.4,70.0,0.0,4.0,4.0,60.0,1.0,E ,Sun
28-07-2000,25.0,31.6,28.0,80.0,1.0,2.0,3.0,350.0,1.0,N ,Drizzle
29-07-2000,25.0,32.0,27.6,77.0,0.0,5.0,6.0,90.0,2.0,E ,Sun
30-07-2000,26.0,33.9,28.4,72.0,0.0,8.0,6.0,80.0,2.0,E ,Sun
31-07-2000,25.0,32.2,28.2,74.0,0.0,2.2,5.0,200.0,2.0,E ,Sun
01-08-2000,26.0,31.2,28.1,72.0,8888.0,3.5,4.0,150.0,2.0,W ,Rain
02-08-2000,24.0,31.1,27.3,80.0,27.6,1.0,3.0,360.0,2.0,N ,Rain
03-08-2000,24.0,31.2,27.6,76.0,0.0,0.0,4.0,360.0,2.0,N ,Sun
04-08-2000,25.0,32.5,27.7,74.0,0.0,7.5,4.0,360.0,1.0,N ,Sun
05-08-2000,25.0,32.2,27.9,70.0,0.0,6.6,5.0,190.0,2.0,E ,Sun
06-08-2000,25.0,32.2,27.7,71.0,0.0,7.0,5.0,20.0,2.0,E ,Sun
07-08-2000,25.0,33.4,28.6,70.0,0.0,0.0,4.0,350.0,1.0,N ,Sun
08-08-2000,25.0,32.6,28.1,74.0,0.0,0.0,5.0,100.0,2.0,E ,Sun
09-08-2000,25.0,32.4,28.5,70.0,0.0,3.0,6.0,80.0,2.0,E ,Sun
10-08-2000,25.0,32.6,28.0,70.0,0.0,,6.0,90.0,2.0,E ,Sun
11-08-2000,25.0,32.2,28.8,69.0,8888.0,0.0,4.0,60.0,1.0,NE,Rain
12-08-2000,25.0,32.0,28.4,70.0,0.0,0.0,4.0,20.0,1.0,N ,Sun
13-08-2000,25.0,32.8,28.7,70.0,0.0,0.0,3.0,80.0,1.0,E ,Sun
14-08-2000,24.0,32.6,27.8,70.0,0.0,0.0,4.0,90.0,1.0,N ,Sun
15-08-2000,24.0,32.0,27.3,74.0,0.0,0.0,4.0,80.0,1.0,E ,Sun
16-08-2000,24.0,31.6,28.1,72.0,0.0,3.5,4.0,250.0,1.0,N ,Sun
17-08-2000,25.0,31.7,27.9,68.0,0.0,0.0,4.0,50.0,2.0,N ,Sun
18-08-2000,24.0,31.6,27.8,69.0,0.0,5.3,4.0,10.0,2.0,N ,Sun
19-08-2000,24.0,31.2,26.8,75.0,0.0,4.0,3.0,90.0,1.0,E ,Sun
20-08-2000,25.0,31.2,27.7,71.0,0.0,5.0,4.0,120.0,2.0,E ,Sun
21-08-2000,25.0,31.6,27.7,71.0,0.0,0.0,5.0,300.0,2.0,N ,Sun
22-08-2000,25.0,32.4,28.2,70.0,0.0,7.0,4.0,360.0,2.0,N ,Sun
23-08-2000,24.0,31.4,27.6,72.0,0.0,0.0,4.0,10.0,2.0,N ,Sun
24-08-2000,25.0,32.2,27.8,74.0,0.0,7.0,4.0,90.0,1.0,E ,Sun
25-08-2000,25.0,32.8,28.0,78.0,0.0,0.0,4.0,170.0,2.0,N ,Sun
26-08-2000,26.0,32.0,28.5,75.0,0.0,6.5,4.0,150.0,2.0,SE,Sun
27-08-2000,25.0,32.8,29.2,76.0,6.0,0.0,4.0,350.0,1.0,N ,Rain
28-08-2000,25.0,31.7,27.4,80.0,8888.0,3.0,4.0,10.0,2.0,N ,Rain
29-08-2000,26.0,32.5,28.1,74.0,0.0,0.0,4.0,360.0,1.0,N ,Sun
30-08-2000,26.0,31.8,28.7,76.0,0.6,5.2,4.0,170.0,2.0,S ,Sun
31-08-2000,25.0,30.8,27.9,83.0,0.0,1.0,4.0,150.0,2.0,E ,Sun
01-09-2000,25.0,33.0,29.1,72.0,0.0,7.0,4.0,360.0,2.0,N ,Sun
02-09-2000,25.0,32.6,28.4,76.0,0.0,8.0,4.0,80.0,2.0,E ,Sun
03-09-2000,26.0,33.2,28.5,77.0,0.0,8.0,5.0,90.0,2.0,E ,Sun
04-09-2000,25.0,32.5,29.1,75.0,3.4,8.0,4.0,70.0,2.0,N ,Drizzle
05-09-2000,26.0,32.8,28.7,77.0,0.0,8.0,4.0,360.0,1.0,N ,Sun
06-09-2000,25.0,32.6,28.8,78.0,10.0,8.0,4.0,360.0,2.0,N ,Rain
07-09-2000,26.0,33.0,28.4,83.0,0.0,8.0,5.0,250.0,2.0,N ,Sun
08-09-2000,25.0,33.2,28.7,70.0,0.0,8.0,5.0,360.0,2.0,N ,Sun
09-09-2000,25.0,33.3,28.6,72.0,0.0,8.0,4.0,360.0,2.0,N ,Sun
10-09-2000,25.0,33.2,28.8,70.0,0.0,8.0,5.0,80.0,2.0,N ,Sun
11-09-2000,25.0,32.8,28.3,71.0,0.0,8.0,5.0,80.0,2.0,N ,Sun
12-09-2000,26.0,34.2,29.3,69.0,0.0,8.0,5.0,80.0,2.0,N ,Sun
13-09-2000,25.0,33.4,29.0,72.0,0.0,8.0,5.0,220.0,2.0,E ,Sun
14-09-2000,26.0,32.8,28.6,75.0,0.0,8.0,4.0,290.0,2.0,N ,Sun
15-09-2000,25.0,33.7,28.7,70.0,0.0,8.0,4.0,30.0,2.0,N ,Sun
16-09-2000,25.0,33.8,28.6,70.0,0.0,8.0,6.0,90.0,2.0,E ,Sun
17-09-2000,26.0,34.7,29.4,68.0,0.0,8.0,4.0,80.0,2.0,E ,Sun
18-09-2000,27.0,33.2,29.6,74.0,0.0,8.0,5.0,70.0,2.0,E ,Sun
19-09-2000,27.0,33.5,29.3,71.0,0.0,6.0,4.0,20.0,1.0,N ,Sun
20-09-2000,26.0,32.0,28.9,77.0,1.0,5.5,5.0,300.0,2.0,N ,Drizzle
21-09-2000,25.0,31.6,28.4,73.0,14.0,3.5,5.0,40.0,2.0,N ,Rain
22-09-2000,25.0,31.6,28.4,74.0,0.0,6.0,4.0,20.0,2.0,N ,Sun
23-09-2000,25.0,32.6,28.5,79.0,0.0,7.5,5.0,90.0,2.0,N ,Sun
24-09-2000,25.0,33.5,29.0,72.0,8888.0,2.5,4.0,80.0,2.0,E ,Rain
25-09-2000,26.0,32.4,28.6,77.0,0.0,7.1,4.0,30.0,1.0,N ,Sun
26-09-2000,25.0,31.8,28.3,72.0,0.6,3.0,3.0,50.0,0.0,N ,Sun
27-09-2000,25.0,33.4,28.6,79.0,0.0,8.0,5.0,360.0,2.0,N ,Sun
28-09-2000,26.0,33.2,29.6,70.0,0.0,8.0,5.0,60.0,2.0,E ,Sun
29-09-2000,26.0,34.0,29.8,69.0,0.0,8.0,5.0,50.0,2.0,NE,Sun
30-09-2000,26.0,33.2,29.7,66.0,0.0,5.5,4.0,50.0,2.0,E ,Sun
01-10-2000,26.0,33.4,28.9,73.0,0.0,8.0,4.0,120.0,2.0,E ,Sun
02-10-2000,26.0,32.2,28.8,79.0,0.0,3.3,5.0,320.0,1.0,NW,Sun
03-10-2000,26.0,33.0,29.5,80.0,0.0,5.0,4.0,360.0,2.0,N ,Sun
04-10-2000,25.0,33.0,28.3,77.0,8.6,0.0,5.0,340.0,2.0,N ,Rain
05-10-2000,25.0,29.4,27.0,80.0,10.5,0.0,4.0,350.0,1.0,N ,Rain
06-10-2000,25.0,32.4,28.0,78.0,0.0,5.0,4.0,360.0,1.0,N ,Sun
07-10-2000,25.0,32.6,27.9,75.0,0.0,4.3,5.0,20.0,1.0,N ,Sun
08-10-2000,26.0,31.2,28.8,70.0,0.0,8.0,4.0,360.0,1.0,N ,Sun
09-10-2000,26.0,33.2,29.0,69.0,0.0,7.5,4.0,360.0,1.0,N ,Sun
10-10-2000,26.0,33.4,29.0,72.0,0.0,7.5,4.0,360.0,1.0,N ,Sun
11-10-2000,25.0,33.0,29.3,76.0,0.0,7.0,5.0,350.0,1.0,N ,Sun
12-10-2000,26.0,33.2,29.2,72.0,0.0,5.0,4.0,32.0,1.0,N ,Sun
13-10-2000,26.0,32.9,29.1,79.0,0.0,8.0,4.0,340.0,1.0,N ,Sun
14-10-2000,25.0,33.8,28.8,80.0,0.0,8.0,5.0,350.0,2.0,N ,Sun
15-10-2000,26.0,33.2,28.5,79.0,0.0,5.5,4.0,340.0,1.0,N ,Sun
16-10-2000,26.0,32.6,28.7,82.0,8888.0,1.6,4.0,360.0,1.0,N ,Rain
17-10-2000,26.0,32.4,28.6,83.0,0.0,2.3,4.0,310.0,2.0,N ,Sun
18-10-2000,26.0,31.4,28.4,77.0,8888.0,3.7,5.0,340.0,1.0,W ,Rain
19-10-2000,26.0,33.0,28.9,73.0,0.0,4.0,4.0,350.0,1.0,N ,Sun
20-10-2000,25.0,33.0,29.7,71.0,0.0,4.5,4.0,360.0,2.0,N ,Sun
21-10-2000,25.0,33.8,28.7,78.0,0.0,8.0,4.0,350.0,2.0,N ,Sun
22-10-2000,25.0,32.6,28.2,75.0,0.0,5.0,5.0,340.0,2.0,W ,Sun
23-10-2000,25.0,31.8,28.6,78.0,8.8,0.7,5.0,350.0,2.0,NW,Rain
24-10-2000,25.0,32.2,28.4,86.0,0.0,3.0,4.0,20.0,2.0,N ,Sun
25-10-2000,25.0,31.8,28.1,79.0,0.6,0.0,4.0,360.0,2.0,NW,Sun
26-10-2000,25.0,33.4,29.2,77.0,3.3,0.6,5.0,360.0,2.0,N ,Drizzle
27-10-2000,24.0,32.1,27.0,86.0,1.3,2.0,4.0,270.0,1.0,E ,Drizzle
28-10-2000,25.0,32.8,29.1,77.0,0.0,0.0,5.0,280.0,2.0,W ,Sun
29-10-2000,26.0,34.4,29.1,71.0,0.0,6.5,5.0,260.0,3.0,W ,Sun
30-10-2000,26.0,34.4,29.9,72.0,0.0,5.3,5.0,270.0,2.0,W ,Sun
31-10-2000,25.0,31.1,28.8,,8888.0,0.0,2.0,10.0,0.0,N ,Rain
01-11-2000,26.0,29.6,27.4,77.0,8888.0,0.0,4.0,310.0,1.0,NW,Rain
02-11-2000,24.0,30.0,26.6,76.0,9.6,0.0,3.0,200.0,0.0,W ,Rain
03-11-2000,23.0,30.0,25.9,79.0,30.6,0.0,3.0,270.0,1.0,W ,Rain
04-11-2000,24.0,31.9,27.1,78.0,0.0,3.5,3.0,280.0,0.0,W ,Sun
05-11-2000,26.0,32.2,27.7,76.0,0.0,1.0,2.0,280.0,0.0,W ,Sun
06-11-2000,26.0,32.5,28.7,68.0,0.0,5.0,4.0,30.0,1.0,N ,Sun
07-11-2000,26.0,31.0,28.4,74.0,0.0,0.5,5.0,310.0,2.0,N ,Sun
08-11-2000,26.0,32.1,28.5,77.0,0.0,5.5,4.0,360.0,1.0,N ,Sun
09-11-2000,24.0,31.2,28.4,80.0,2.6,1.0,3.0,360.0,1.0,N ,Drizzle
10-11-2000,25.0,31.8,27.8,80.0,0.0,2.5,4.0,340.0,2.0,N ,Sun
11-11-2000,25.0,31.8,27.8,78.0,0.7,1.5,3.0,340.0,0.0,N ,Sun
12-11-2000,25.0,32.4,28.3,78.0,2.6,4.2,3.0,350.0,1.0,N ,Drizzle
13-11-2000,25.0,31.7,27.8,82.0,0.0,5.0,4.0,350.0,1.0,N ,Sun
14-11-2000,25.0,32.4,27.8,74.0,4.1,4.8,6.0,40.0,1.0,NE,Drizzle
15-11-2000,26.0,31.8,27.7,78.0,0.3,4.0,4.0,360.0,4.0,N ,Sun
16-11-2000,24.0,32.1,27.5,77.0,25.2,1.0,3.0,360.0,4.0,N ,Rain
17-11-2000,25.0,31.8,27.9,89.0,9.2,3.0,3.0,90.0,1.0,E ,Rain
18-11-2000,26.0,31.6,28.1,75.0,8888.0,3.0,2.0,30.0,0.0,NE,Rain
19-11-2000,25.0,31.8,28.2,75.0,27.8,2.7,2.0,10.0,0.0,NE,Rain
20-11-2000,25.0,31.4,27.9,78.0,3.4,3.4,3.0,20.0,0.0,N ,Drizzle
21-11-2000,24.0,31.8,27.3,74.0,15.1,1.0,5.0,290.0,1.0,E ,Rain
22-11-2000,25.0,28.2,26.6,86.0,0.1,0.5,5.0,10.0,2.0,N ,Sun
23-11-2000,24.0,32.4,27.9,79.0,8.8,2.0,5.0,270.0,0.0,W ,Rain
24-11-2000,24.0,30.0,26.3,82.0,19.0,0.5,3.0,270.0,1.0,W ,Rain
25-11-2000,24.0,27.9,25.1,90.0,13.2,0.0,3.0,280.0,1.0,W ,Rain
26-11-2000,24.0,31.4,27.4,80.0,1.3,0.4,5.0,350.0,1.0,N ,Drizzle
27-11-2000,26.0,31.0,27.5,80.0,1.0,1.0,4.0,300.0,1.0,W ,Drizzle
28-11-2000,25.0,31.0,27.6,78.0,0.4,1.7,5.0,20.0,3.0,W ,Sun
29-11-2000,26.0,31.1,28.0,76.0,8888.0,2.0,5.0,290.0,3.0,W ,Rain
30-11-2000,25.0,32.4,28.5,77.0,0.0,3.0,8.0,250.0,3.0,W ,Sun
01-12-2000,25.0,33.5,28.8,74.0,0.0,5.3,6.0,270.0,3.0,W ,Sun
02-12-2000,25.0,33.6,28.8,66.0,0.0,5.5,5.0,50.0,3.0,W ,Sun
03-12-2000,25.0,33.7,28.9,72.0,0.0,5.5,7.0,250.0,2.0,W ,Sun
04-12-2000,25.0,33.2,28.8,72.0,0.0,3.7,5.0,270.0,3.0,W ,Sun
05-12-2000,24.0,33.3,28.5,64.0,0.0,5.3,5.0,250.0,2.0,W ,Sun
06-12-2000,25.0,32.9,27.9,66.0,0.0,5.0,5.0,250.0,2.0,W ,Sun
07-12-2000,25.0,33.4,29.4,66.0,0.0,5.3,8.0,250.0,3.0,W ,Sun
08-12-2000,24.0,32.0,28.3,74.0,0.0,1.5,3.0,240.0,2.0,W ,Sun
09-12-2000,25.0,31.6,28.2,75.0,0.0,2.0,4.0,270.0,2.0,W ,Sun
10-12-2000,25.0,32.2,28.1,74.0,0.0,2.3,4.0,250.0,2.0,W ,Sun
11-12-2000,25.0,32.3,28.2,76.0,42.0,3.0,4.0,270.0,2.0,W ,Rain
12-12-2000,25.0,31.6,27.9,78.0,1.0,4.0,4.0,250.0,1.0,W ,Drizzle
13-12-2000,25.0,29.4,26.9,82.0,6.0,0.0,8.0,270.0,2.0,W ,Rain
14-12-2000,24.0,33.4,28.8,70.0,0.0,5.0,6.0,270.0,2.0,W ,Sun
15-12-2000,25.0,31.4,27.8,78.0,8888.0,3.0,3.0,360.0,2.0,N ,Rain
16-12-2000,26.0,32.0,28.2,74.0,0.4,1.5,5.0,290.0,2.0,W ,Sun
17-12-2000,25.0,29.0,26.7,83.0,3.0,0.0,4.0,300.0,2.0,NW,Drizzle
18-12-2000,26.0,34.2,29.0,68.0,0.0,4.0,4.0,260.0,2.0,W ,Sun
19-12-2000,26.0,32.6,28.7,69.0,0.0,3.2,4.0,300.0,2.0,W ,Sun
20-12-2000,25.0,32.6,29.0,70.0,0.0,2.9,5.0,290.0,2.0,W ,Sun
21-12-2000,26.0,32.1,28.5,74.0,0.0,2.0,4.0,260.0,2.0,N ,Sun
22-12-2000,26.0,32.0,28.4,72.0,8888.0,3.0,5.0,270.0,3.0,W ,Rain
23-12-2000,25.0,28.3,26.5,79.0,0.1,0.0,4.0,270.0,2.0,W ,Sun
24-12-2000,24.0,30.0,27.3,85.0,5.7,0.5,5.0,270.0,2.0,W ,Rain
25-12-2000,25.0,31.0,27.3,73.0,0.0,2.9,3.0,260.0,1.0,W ,Sun
26-12-2000,25.0,31.7,28.4,80.0,16.0,4.8,3.0,300.0,1.0,NW,Rain
27-12-2000,25.0,31.8,27.8,81.0,7.6,4.2,4.0,320.0,1.0,NW,Rain
28-12-2000,25.0,32.2,28.3,77.0,0.0,4.0,4.0,20.0,2.0,N ,Sun
29-12-2000,24.0,31.8,28.4,76.0,2.2,4.0,4.0,300.0,1.0,NW,Drizzle
30-12-2000,24.0,31.7,26.9,74.0,0.0,1.0,3.0,300.0,1.0,N ,Sun
31-12-2000,24.0,32.2,27.8,78.0,0.0,3.3,5.0,360.0,1.0,N ,Sun
01-01-2001,25.0,32.1,28.2,77.0,8888.0,2.0,3.0,250.0,0.0,W ,Rain
02-01-2001,25.0,32.1,28.0,82.0,0.0,3.0,3.0,350.0,1.0,N ,Sun
03-01-2001,25.0,30.5,27.2,79.0,0.0,1.5,4.0,250.0,2.0,W ,Sun
04-01-2001,25.0,32.0,27.2,81.0,17.2,2.5,4.0,300.0,1.0,N ,Rain
05-01-2001,25.0,30.8,27.0,83.0,0.0,0.0,4.0,280.0,1.0,W ,Sun
06-01-2001,25.0,31.2,27.1,81.0,0.8,1.0,3.0,20.0,1.0,W ,Sun
07-01-2001,24.0,30.0,27.2,87.0,47.5,0.5,6.0,310.0,1.0,W ,Rain
08-01-2001,24.0,31.2,27.5,80.0,43.0,4.0,5.0,360.0,2.0,W ,Rain
09-01-2001,23.0,31.2,27.0,79.0,8.3,2.5,5.0,350.0,2.0,N ,Rain
10-01-2001,24.0,30.4,26.8,79.0,14.0,2.0,4.0,290.0,2.0,W ,Rain
11-01-2001,25.0,30.6,27.0,78.0,0.0,0.5,3.0,340.0,1.0,N ,Sun
12-01-2001,26.0,30.6,27.5,78.0,0.0,1.5,3.0,350.0,1.0,N ,Sun
13-01-2001,25.0,33.2,29.0,66.0,0.0,1.3,5.0,270.0,2.0,W ,Sun
14-01-2001,27.0,33.4,28.4,72.0,0.0,3.0,4.0,340.0,1.0,N ,Sun
15-01-2001,27.0,31.2,28.5,72.0,8888.0,2.0,5.0,300.0,2.0,NW,Rain
16-01-2001,25.0,30.0,27.2,84.0,19.1,0.5,4.0,350.0,3.0,N ,Rain
17-01-2001,23.0,30.2,26.3,81.0,17.9,0.0,4.0,280.0,2.0,W ,Rain
18-01-2001,24.0,29.8,26.7,82.0,2.5,1.1,6.0,10.0,3.0,W ,Drizzle
19-01-2001,24.0,29.8,27.3,78.0,0.0,1.5,3.0,70.0,2.0,W ,Sun
20-01-2001,25.0,29.8,27.1,76.0,1.3,2.0,3.0,280.0,2.0,W ,Drizzle
21-01-2001,25.0,31.2,27.4,78.0,1.0,5.0,4.0,360.0,2.0,N ,Drizzle
22-01-2001,24.0,31.2,27.9,82.0,82.2,4.0,5.0,110.0,2.0,W ,Rain
23-01-2001,24.0,30.1,26.5,86.0,0.0,0.0,3.0,260.0,1.0,W ,Sun
24-01-2001,25.0,33.0,28.7,70.0,0.0,6.3,5.0,290.0,2.0,W ,Sun
25-01-2001,25.0,32.0,27.8,77.0,3.0,2.3,3.0,270.0,1.0,W ,Drizzle
26-01-2001,26.0,31.8,28.3,78.0,1.0,3.0,3.0,270.0,1.0,W ,Drizzle
27-01-2001,26.0,32.6,28.7,76.0,0.0,4.5,3.0,70.0,0.0,NW,Sun
28-01-2001,25.0,31.9,28.1,78.0,25.5,3.5,4.0,350.0,2.0,N ,Rain
29-01-2001,25.0,31.3,27.3,81.0,0.3,5.0,5.0,260.0,2.0,W ,Sun
30-01-2001,25.0,30.0,26.8,81.0,1.7,0.3,5.0,20.0,2.0,W ,Drizzle
31-01-2001,25.0,29.4,26.5,84.0,2.2,0.5,12.0,360.0,3.0,W ,Drizzle
01-02-2001,24.0,30.0,26.3,85.0,8.5,0.0,3.0,300.0,0.0,N ,Rain
02-02-2001,24.0,30.8,27.0,79.0,0.2,0.0,3.0,300.0,1.0,N ,Sun
03-02-2001,25.0,30.0,27.3,75.0,8888.0,0.0,4.0,260.0,2.0,W ,Rain
04-02-2001,25.0,29.8,27.3,73.0,0.0,0.0,5.0,290.0,3.0,W ,Sun
05-02-2001,24.0,30.4,26.8,78.0,4.0,0.0,5.0,260.0,3.0,W ,Drizzle
06-02-2001,24.0,29.1,25.7,82.0,1.0,0.0,5.0,270.0,3.0,W ,Drizzle
07-02-2001,23.0,27.4,24.9,86.0,39.1,0.5,6.0,260.0,2.0,W ,Rain
08-02-2001,23.0,27.2,24.3,93.0,22.6,0.0,8.0,270.0,3.0,W ,Rain
09-02-2001,25.0,32.0,27.6,73.0,0.0,4.0,7.0,270.0,3.0,W ,Sun
10-02-2001,24.0,30.8,27.5,72.0,55.6,0.0,5.0,300.0,4.0,W ,Rain
11-02-2001,24.0,28.3,25.8,88.0,32.4,0.5,5.0,270.0,3.0,W ,Rain
12-02-2001,24.0,30.8,27.1,74.0,1.5,2.7,7.0,280.0,4.0,W ,Drizzle
13-02-2001,25.0,28.8,26.7,76.0,0.0,0.0,7.0,260.0,4.0,W ,Sun
14-02-2001,25.0,31.4,28.0,73.0,11.2,2.5,6.0,300.0,3.0,W ,Rain
15-02-2001,24.0,29.2,26.5,83.0,2.1,0.2,5.0,300.0,3.0,W ,Drizzle
16-02-2001,24.0,31.0,27.2,81.0,38.8,5.0,6.0,260.0,3.0,W ,Rain
17-02-2001,25.0,29.6,26.9,83.0,3.0,1.0,4.0,300.0,2.0,W ,Drizzle
18-02-2001,24.0,28.2,25.9,90.0,43.7,0.0,4.0,290.0,3.0,W ,Rain
19-02-2001,24.0,30.3,26.6,81.0,2.0,2.6,5.0,270.0,2.0,W ,Drizzle
20-02-2001,24.0,27.2,25.6,83.0,1.9,1.0,4.0,260.0,2.0,W ,Drizzle
21-02-2001,23.0,31.0,26.4,80.0,17.6,3.5,6.0,300.0,3.0,W ,Rain
22-02-2001,24.0,27.4,25.4,86.0,8.4,0.0,7.0,310.0,3.0,W ,Rain
23-02-2001,25.0,31.6,27.7,78.0,8888.0,2.9,6.0,280.0,2.0,W ,Rain
24-02-2001,24.0,31.5,28.7,68.0,0.5,4.0,3.0,270.0,2.0,W ,Sun
25-02-2001,24.0,31.5,27.5,73.0,0.0,8.0,4.0,300.0,2.0,W ,Sun
26-02-2001,25.0,32.1,28.0,75.0,0.0,8.0,4.0,350.0,2.0,N ,Sun
27-02-2001,24.0,31.8,28.6,74.0,0.0,8.0,4.0,20.0,2.0,N ,Sun
28-02-2001,26.0,31.5,27.8,72.0,0.0,5.5,6.0,300.0,3.0,NW,Sun
01-03-2001,26.0,31.4,28.2,76.0,7.5,3.0,4.0,300.0,2.0,NW,Rain
02-03-2001,25.0,30.4,28.0,78.0,8888.0,2.5,4.0,300.0,2.0,W ,Rain
03-03-2001,25.0,31.0,27.6,78.0,0.0,1.0,4.0,270.0,3.0,W ,Sun
04-03-2001,26.0,31.4,28.4,74.0,0.0,5.0,4.0,300.0,3.0,W ,Sun
05-03-2001,26.0,30.6,27.4,80.0,1.2,1.0,3.0,290.0,1.0,W ,Drizzle
06-03-2001,25.0,28.0,26.7,88.0,11.4,0.0,3.0,350.0,1.0,W ,Rain
07-03-2001,26.0,33.2,28.6,70.0,0.0,8.0,6.0,310.0,2.0,NW,Sun
08-03-2001,26.0,33.8,29.0,68.0,0.0,7.5,4.0,320.0,2.0,W ,Sun
09-03-2001,25.0,32.0,28.7,72.0,0.2,5.0,4.0,270.0,2.0,N ,Sun
10-03-2001,25.0,28.5,27.3,84.0,0.5,2.0,3.0,90.0,0.0,E ,Sun
11-03-2001,22.0,31.1,27.2,76.0,41.7,0.0,3.0,310.0,1.0,N ,Rain
12-03-2001,24.0,32.0,27.2,75.0,8888.0,0.0,4.0,270.0,2.0,W ,Rain
13-03-2001,25.0,34.0,28.8,71.0,15.9,5.5,4.0,210.0,2.0,W ,Rain
14-03-2001,26.0,33.8,28.9,72.0,0.0,8.0,6.0,270.0,3.0,W ,Sun
15-03-2001,26.0,32.6,29.2,68.0,0.0,4.0,5.0,290.0,2.0,W ,Sun
16-03-2001,25.0,31.6,27.6,80.0,0.3,4.5,6.0,40.0,2.0,W ,Sun
17-03-2001,26.0,31.4,28.2,76.0,10.6,3.0,4.0,290.0,2.0,W ,Rain
18-03-2001,24.0,32.8,28.4,72.0,25.5,4.5,4.0,260.0,2.0,W ,Rain
19-03-2001,24.0,29.2,27.0,83.0,16.0,0.2,3.0,280.0,0.0,W ,Rain
20-03-2001,25.0,32.0,27.5,78.0,2.0,2.5,5.0,300.0,2.0,W ,Drizzle
21-03-2001,26.0,31.8,27.7,70.0,2.0,4.5,6.0,300.0,3.0,N ,Drizzle
22-03-2001,25.0,30.6,27.8,74.0,0.0,3.0,5.0,300.0,2.0,W ,Sun
23-03-2001,25.0,33.6,27.2,80.0,6.4,6.0,5.0,280.0,2.0,W ,Rain
24-03-2001,25.0,32.6,27.9,78.0,8888.0,2.0,3.0,290.0,1.0,W ,Rain
25-03-2001,25.0,31.8,27.4,78.0,0.7,1.3,5.0,270.0,2.0,W ,Sun
26-03-2001,24.0,31.9,26.7,81.0,15.6,4.1,6.0,290.0,2.0,W ,Rain
27-03-2001,24.0,32.1,27.2,80.0,5.7,3.3,3.0,20.0,1.0,N ,Rain
28-03-2001,25.0,32.0,27.1,81.0,7.0,5.0,5.0,360.0,2.0,NW,Rain
29-03-2001,25.0,31.4,27.9,76.0,3.3,5.0,4.0,90.0,1.0,N ,Drizzle
30-03-2001,25.0,30.6,27.2,82.0,8888.0,1.0,3.0,360.0,0.0,N ,Rain
31-03-2001,25.0,31.3,27.3,82.0,9.0,5.0,4.0,360.0,0.0,N ,Rain
01-04-2001,25.0,32.8,28.4,78.0,0.1,3.0,3.0,290.0,1.0,W ,Sun
02-04-2001,26.0,33.6,29.1,74.0,0.0,7.0,3.0,290.0,1.0,W ,Sun
03-04-2001,25.0,32.0,28.5,77.0,0.0,4.5,4.0,350.0,2.0,N ,Sun
04-04-2001,26.0,32.4,28.3,76.0,0.0,7.0,5.0,310.0,2.0,NW,Sun
05-04-2001,25.0,33.2,28.6,72.0,0.0,6.6,5.0,260.0,2.0,W ,Sun
06-04-2001,24.0,32.6,27.9,76.0,0.0,5.0,4.0,280.0,2.0,W ,Sun
07-04-2001,26.0,33.8,28.5,70.0,0.0,6.1,5.0,270.0,2.0,W ,Sun
08-04-2001,26.0,31.0,27.1,80.0,0.0,0.5,3.0,280.0,1.0,W ,Sun
09-04-2001,24.0,32.4,27.1,86.0,2.4,1.0,5.0,30.0,0.0,NE,Drizzle
10-04-2001,25.0,32.2,28.1,78.0,0.0,4.5,4.0,90.0,2.0,E ,Sun
11-04-2001,25.0,32.4,28.3,76.0,0.0,7.5,6.0,300.0,2.0,W ,Sun
12-04-2001,25.0,32.0,28.5,74.0,0.0,4.8,4.0,280.0,1.0,W ,Sun
13-04-2001,23.0,31.0,26.7,85.0,50.8,2.0,5.0,360.0,0.0,N ,Rain
14-04-2001,24.0,32.5,27.9,79.0,8.5,5.0,3.0,350.0,1.0,N ,Rain
15-04-2001,25.0,32.3,27.9,76.0,0.8,8.0,3.0,360.0,1.0,N ,Sun
