Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
23-09-2021,24.2,32.4,28.8,74,12.5,6.9,5,40,2,NE
24-09-2021,24.8,32.2,28.9,76,0,2.6,4,290,2,E 
25-09-2021,24.4,31.8,28.5,78,35.5,5.2,4,280,2,E 
26-09-2021,26.2,32.8,29,72,0,9,6,30,2,SE
27-09-2021,25.8,32.6,28.9,74,0,10.1,4,250,2,SE
28-09-2021,25.4,33.2,28.9,76,0,10,5,250,2,W 
29-09-2021,26.2,33.6,29.7,70,0,10.1,4,240,2,W 
30-09-2021,25.5,34.2,29.8,75,0,9.4,4,240,2,SE
01-10-2021,26.4,34,29.7,77,1.6,9.2,5,40,2,SW
02-10-2021,26.2,33.2,29.2,78,4.5,6.8,4,230,2,SE
03-10-2021,25.9,33,28.7,80,8888,8.4,4,220,2,S 
04-10-2021,26,32.4,28.8,77,0,4.8,4,230,2,SE
05-10-2021,25.4,34.2,28.7,77,0,10,4,230,2,S 
06-10-2021,25.4,33.2,28.8,74,0,8.5,4,230,2,S 
07-10-2021,24.4,33.7,29.3,78,3.3,7.1,4,230,2,SE
08-10-2021,26.2,34,29.8,72,0,9.9,5,230,2,S 
09-10-2021,26.1,33.8,,,8888,7.1,4,230,2,S 
10-10-2021,25.8,33.4,28.7,78,0.1,7.5,4,250,2,E 
11-10-2021,27.2,34,29.8,76,0,9.7,5,160,2,SW
12-10-2021,27.6,32.6,29.3,79,0,7.1,6,150,2,SE
13-10-2021,25.6,33.2,29,80,1.5,5.8,4,250,2,W 
14-10-2021,24,30.4,27,87,8888,9.9,4,260,1,E 
15-10-2021,25,31.8,28.2,82,9,0.5,3,280,2,W 
16-10-2021,25.6,32,28.4,81,0,6.1,4,290,1,E 
17-10-2021,24.8,33.8,28.1,80,0.8,5.1,4,240,2,E 
18-10-2021,25.3,32.2,28,84,4.5,6.9,5,230,2,E 
19-10-2021,25.6,31.6,27.8,82,2,4.1,4,300,2,E 
20-10-2021,24.5,33.2,28.5,75,6,5.5,4,260,2,S 
21-10-2021,25.4,33.4,28.6,75,8888,10.8,4,300,2,SE
22-10-2021,25.8,32.7,29.1,75,0,9.1,4,280,2,E 
23-10-2021,26,32.4,28.7,82,8888,8.7,3,270,2,E 
24-10-2021,25.6,33,29,76,1.1,10,4,250,2,E 
25-10-2021,25.8,33.4,28.8,78,8888,8.7,3,80,1,E 
26-10-2021,26.6,33,28.1,82,1.1,6.6,5,290,1,E 
27-10-2021,25.5,32.5,,,22.5,7,4,240,1,SE
28-10-2021,25.5,32.6,27.9,86,18.6,5.3,3,260,1,SE
29-10-2021,25,32.8,27.9,81,3.3,4.9,4,260,1,E 
30-10-2021,25,31.2,27.3,85,12.5,7.6,5,300,3,E 
31-10-2021,25.4,32,28,79,15.3,6.8,4,280,2,SE
01-11-2021,24.4,34.1,28.4,76,0,6.5,4,230,2,E 
02-11-2021,25.4,33.4,28.6,77,8888,8.4,3,280,2,E 
03-11-2021,26,32.8,28.6,78,8888,7.4,3,280,1,SE
04-11-2021,26,32.9,28.7,80,3.1,7,4,280,2,NW
05-11-2021,25.5,31,27.2,86,0.3,7.8,4,290,2,SE
06-11-2021,24.6,31.6,28.1,83,12.8,2.5,3,310,1,E 
07-11-2021,25.8,32.2,28.4,84,8888,4.4,4,300,2,E 
08-11-2021,25.5,31.4,27.7,85,2,7.2,6,280,2,E 
09-11-2021,25.4,32.2,28.1,83,48.6,5.8,4,290,2,E 
10-11-2021,26.2,32.4,28.7,83,0.9,7,4,290,2,E 
11-11-2021,25.6,31.8,28,85,1.1,8,5,310,2,E 
12-11-2021,25.9,31.6,28.1,82,2.5,7.2,6,300,3,NW
13-11-2021,25,31.1,,,34.6,7.3,8,310,3,E 
14-11-2021,25,31.2,,,7.7,5.5,4,340,1,W 
15-11-2021,25.2,32,28.1,80,0.1,0,9,250,2,E 
16-11-2021,24.3,28.4,26.8,84,44.6,3.6,3,20,1,C 
17-11-2021,24.4,31.7,,,7.8,1.6,4,300,2,SE
18-11-2021,25.4,32.2,27.6,84,4.5,6.4,4,160,1,E 
19-11-2021,25,32.4,27.9,82,8888,5.7,3,250,2,E 
20-11-2021,26.2,32.4,28.5,82,8888,6.9,9,320,2,NW
21-11-2021,24.8,30.7,27.8,80,49.8,2,4,340,2,NW
22-11-2021,25.8,32.6,28.2,80,0,5.3,4,310,2,E 
23-11-2021,25.8,32.8,29.2,78,6.2,8.4,4,300,2,SE
24-11-2021,26.4,32.8,29.3,75,0,10.3,3,270,2,W 
25-11-2021,26.4,31.6,28.7,81,8.7,10.1,4,280,2,E 
26-11-2021,26.2,31.6,27.8,82,11.4,7,7,280,2,E 
27-11-2021,25.2,31.8,27.8,82,10.5,4.5,5,50,2,E 
28-11-2021,25.6,32.2,27.1,87,21.5,7.7,5,290,2,NE
29-11-2021,24,31.5,27.6,81,47.8,4.3,5,240,2,SE
30-11-2021,25,31.6,27.7,82,1.2,3.3,9,300,3,NW
01-12-2021,25.3,30.2,27.5,82,24.3,2.1,4,60,1,SE
02-12-2021,25,32.2,29.1,75,5.6,2,2,320,1,C 
03-12-2021,25,32.5,28.7,78,0,9.1,5,60,2,E 
04-12-2021,24.9,30.4,27.3,84,43.6,10.1,6,280,3,NW
05-12-2021,24.4,28.8,24.8,93,93.3,4.2,6,250,3,E 
06-12-2021,23.2,25.4,24.6,96,145.9,0,5,260,2,E 
07-12-2021,23.9,27,25.4,92,218.8,0,3,30,1,NE
08-12-2021,24.4,28.4,25.7,90,17.9,1.1,3,320,2,E 
09-12-2021,24.8,30,27.8,86,12.9,1.1,4,320,2,N 
10-12-2021,25.6,31.6,27.9,82,0.7,5.6,4,250,2,E 
11-12-2021,25.6,31,28.2,83,0.6,5.1,5,280,3,W 
12-12-2021,24.8,28.9,25.2,92,41.7,4.2,4,70,1,E 
13-12-2021,24.2,30.2,27.9,85,91.5,0,4,10,2,N 
14-12-2021,25.8,30.4,27.9,84,0.2,4.6,4,310,2,NW
15-12-2021,26.4,31.4,28.9,80,8888,0,5,300,2,NW
16-12-2021,25,32.2,29.2,80,0,7.6,4,310,2,NW
17-12-2021,26.5,32.2,29.7,78,0,5.3,3,260,2,SE
18-12-2021,26.8,33,28.9,80,0,5.8,4,240,2,E 
19-12-2021,26.1,31.6,28.5,82,1,8.1,3,240,1,SW
20-12-2021,26.4,31.2,28.4,82,8888,3,11,200,4,NW
21-12-2021,24.8,32.3,26.4,88,67.4,2.7,4,350,2,E 
22-12-2021,24.4,31.8,28.9,82,26.2,0,7,300,2,NW
23-12-2021,26.4,29.6,25.6,91,8888,1.1,7,310,2,E 
24-12-2021,24.1,31.2,29.2,78,92.3,0,5,310,4,NW
25-12-2021,27,30.8,29.1,78,0.6,6.4,7,300,4,NW
26-12-2021,27.8,30.4,26.3,87,1.5,3.3,6,300,3,NW
27-12-2021,24,29,27.3,84,32.9,2.9,6,320,3,NW
28-12-2021,24,28.6,25.7,87,10.9,0,5,210,1,E 
29-12-2021,24,28.8,27,86,3.1,0,3,310,1,E 
30-12-2021,24.3,29,27.1,86,29.4,0.9,10,310,2,NW
31-12-2021,25.4,31,26.2,89,1.7,0,4,10,2,E 
01-01-2022,23.6,28,25.6,90,110.4,4.5,3,40,1,E 
02-01-2022,24,27.8,26.3,88,12.4,0.8,7,290,2,E 
03-01-2022,24.2,31.2,27.4,86,27.9,0,6,300,2,NW
04-01-2022,25,28.8,26.5,86,11.7,3.4,5,310,2,E 
05-01-2022,24.6,31.6,27.5,80,0.9,0,3,300,2,E 
06-01-2022,23.6,30,26.7,87,50.2,4.3,4,320,2,NW
07-01-2022,25,29.6,27.3,84,4,6.1,5,320,2,E 
08-01-2022,25.2,31,,,2.6,2.8,5,310,2,NW
09-01-2022,25.6,31.2,28.3,82,0.1,9.2,5,320,2,N 
10-01-2022,25.6,30.5,27.6,81,2,5.2,5,20,2,N 
11-01-2022,25.2,32.2,28,78,0.3,4.5,5,300,3,NW
12-01-2022,24.2,30.6,26.4,86,29,4.8,5,300,3,E 
13-01-2022,24.7,30.3,27.1,83,4.2,6.9,6,290,2,E 
14-01-2022,24.3,27.4,25.2,88,38.5,5.4,7,290,2,E 
15-01-2022,24,28.6,26.5,86,24.7,1,14,250,4,E 
16-01-2022,24.2,29.8,26.6,86,48.8,1.5,8,310,3,W 
17-01-2022,25,30.8,28.3,82,0.1,5.3,5,300,2,NW
18-01-2022,25.3,28.6,26.2,89,6.2,5.2,5,280,2,W 
19-01-2022,24.2,27,25.5,91,91.9,0,5,270,2,E 
20-01-2022,23.2,25.9,24.2,96,123.1,0,6,260,2,E 
21-01-2022,23.8,26.4,24.6,94,99.3,0.2,6,360,2,NE
22-01-2022,24.2,30.6,26.8,88,20.3,0,5,310,2,E 
23-01-2022,24.6,30.8,27.2,86,4.8,1.2,7,300,3,NW
24-01-2022,25.6,31.7,28.7,80,0.7,9.7,5,310,3,NW
25-01-2022,26.6,31.8,28.7,82,0,9.6,6,310,3,NW
26-01-2022,26,32,28.6,80,0,10,4,320,2,E 
27-01-2022,24.6,32.2,28.5,78,0,10.6,3,250,2,W 
28-01-2022,24.6,29.4,25.7,87,27.3,8.5,7,290,2,E 
29-01-2022,24.6,31.2,27.2,79,23.6,0.4,3,30,2,E 
30-01-2022,25,31.3,27.7,80,8888,8,4,310,2,NW
31-01-2022,25,32.2,27.8,85,0,9.6,7,300,3,W 
01-02-2022,25.2,31,,,8.3,2.8,5,310,2,NW
02-02-2022,25.6,32.1,28.3,81,2,3,4,300,2,W 
03-02-2022,24.5,28.6,25.1,93,28.4,6,5,310,1,E 
04-02-2022,24,30.8,27.3,84,47.8,0.5,3,320,2,NW
05-02-2022,25.3,31.2,28.7,82,13.8,8,6,310,2,NW
06-02-2022,24.4,31,27.7,86,7.3,5.1,4,310,2,NW
07-02-2022,25.6,30.1,27.1,84,13.9,4.9,5,280,2,W 
08-02-2022,24.6,31,27.2,83,52,3.8,4,310,2,W 
09-02-2022,24.7,30.8,26.5,87,32.3,8.2,5,320,2,NE
10-02-2022,25,29,25.6,92,2.9,1.2,4,220,1,E 
11-02-2022,24.8,30.2,27,85,39.5,0,4,300,2,NW
12-02-2022,24.6,28.6,26,90,2.1,1.7,5,320,2,E 
13-02-2022,24.2,31,27,85,22.6,0,3,260,1,SE
14-02-2022,25.4,32.8,28.1,80,0,4.8,4,230,2,SE
15-02-2022,25.9,33,27.2,84,8888,8.2,5,290,2,N 
16-02-2022,22.2,30,26.5,88,41.1,5.7,7,320,3,SE
17-02-2022,24.8,33.2,28.4,78,17.2,5.3,4,240,2,SW
18-02-2022,25.4,31.6,28.3,82,0,9,4,260,2,W 
19-02-2022,25.1,31.9,27.9,82,20,7,3,300,2,W 
20-02-2022,25.6,30.1,,,0.5,10.1,8,270,5,W 
21-02-2022,24.3,28,26,86,155.3,1.7,7,240,4,W 
22-02-2022,24.2,27.2,25.3,86,12.4,0,7,240,2,E 
23-02-2022,23,27.1,24.1,93,95.9,0.1,4,40,1,E 
24-02-2022,23.2,31.4,27.3,83,16,0,6,310,4,NW
25-02-2022,24.6,30.7,28.3,80,8.4,6.9,7,310,4,NW
26-02-2022,26,30.9,27.8,83,0.7,8.5,5,320,3,NW
27-02-2022,26.5,30.6,27.2,86,7.1,6.7,6,300,4,NW
28-02-2022,26.2,31.6,,,12.8,0.8,5,300,3,NW
01-03-2022,27.2,32,29.2,78,0,10.5,5,310,2,NW
02-03-2022,26,31,27.5,81,0,10.3,8,300,3,E 
03-03-2022,25.4,31.8,28.4,80,26.3,4.7,4,320,2,NW
04-03-2022,25.2,31.2,27.7,84,28.5,10.1,7,130,2,SE
05-03-2022,25.8,31.2,,,0.1,8.5,5,300,2,E 
06-03-2022,25.6,30.4,27.2,86,7.8,5.4,4,310,2,E 
07-03-2022,24.8,30.8,27.3,85,9.9,0.3,7,300,3,NW
08-03-2022,23.2,31,27.1,83,36,4,4,310,2,E 
09-03-2022,24.8,31,28.1,87,4.8,7.4,4,300,2,NW
10-03-2022,25.6,32,28.5,77,0,4.6,3,280,2,W 
11-03-2022,26.2,,,,8888,9.3,4,280,2,W 
12-03-2022,26,32.8,,,0,8.4,4,290,2,W 
13-03-2022,26.8,31.5,27.6,84,8888,7.8,5,310,2,E 
14-03-2022,25,31.6,27.5,84,13.7,1.3,4,280,2,SE
15-03-2022,24.8,32,27.4,84,0.8,5.9,3,280,1,E 
16-03-2022,25.2,32.3,27.4,88,0.8,6.4,5,310,2,E 
17-03-2022,25.8,32.1,28.7,86,19.8,7.4,4,300,2,E 
18-03-2022,26,30.8,27.7,87,8888,6.7,5,290,2,NW
19-03-2022,26.3,31.3,,,8,8.9,9,300,2,E 
20-03-2022,24.8,30.1,26.7,88,31.6,0,6,310,2,E 
21-03-2022,25.2,31.5,28,82,1.2,5,3,320,1,N 
22-03-2022,25.8,30.8,26.7,89,0,3.4,11,320,3,E 
23-03-2022,25,31.4,28.1,85,8,4,3,320,2,NW
24-03-2022,25.6,32.2,28.5,76,8888,2.9,4,310,2,SE
25-03-2022,25.2,32.8,28.5,76,0,7,4,310,2,NW
26-03-2022,26.4,32.5,29,77,0,10,3,300,2,NW
27-03-2022,25.7,31.8,28.1,81,3.1,9.4,4,310,2,E 
28-03-2022,24.6,26.3,25.1,90,17.9,5.2,9,280,2,E 
29-03-2022,24.2,30.8,26.7,82,17.9,0,5,260,2,SE
30-03-2022,24.7,30.8,27.6,78,8888,0.7,3,310,2,SE
31-03-2022,25.4,32.4,27.9,82,0,3.5,4,260,2,SE
01-04-2022,25,31.4,27.1,85,0.1,5.9,5,300,2,E 
02-04-2022,24.6,31.5,27.6,89,3.6,4.1,4,250,2,SE
03-04-2022,26.2,32.2,28.6,86,0,8.6,5,310,2,SE
04-04-2022,25.4,31.4,26.8,85,0,8.5,6,320,2,E 
05-04-2022,24.6,31.4,27.8,84,10.2,6.3,4,280,2,E 
06-04-2022,24.6,32,28,79,0,5.2,5,300,2,E 
07-04-2022,25.3,31.5,28.2,79,0,8.7,4,290,2,E 
08-04-2022,25.2,32.4,28.6,81,0,6.9,4,300,2,SE
09-04-2022,25.4,32.4,28.3,78,0,7.6,4,100,2,SE
10-04-2022,24.9,32.6,28,81,8888,5.7,4,240,2,E 
11-04-2022,24.4,33,28.5,74,1,7.2,5,230,2,E 
12-04-2022,24.6,33.3,28.4,74,0,9.8,4,240,2,SE
13-04-2022,25.5,33,29.1,75,0,10.1,4,230,2,S 
14-04-2022,26,,,,0,9,4,240,3,W 
15-04-2022,25.2,32.8,,,0,8.5,4,280,2,SE
16-04-2022,25.3,32.6,27.9,82,0,7.7,4,50,2,E 
17-04-2022,25.2,30.7,27.9,83,1.4,4,3,300,1,E 
18-04-2022,25.8,32.4,29.3,78,0.2,3.4,4,250,2,W 
19-04-2022,26.9,32.7,28.5,81,0,7.2,5,240,2,E 
20-04-2022,26,32,28.2,81,11.6,4.5,4,130,2,E 
21-04-2022,25.2,31.9,28.3,78,0,8.4,5,70,2,E 
22-04-2022,25.4,32.4,28.3,82,10.3,6.9,4,300,2,E 
23-04-2022,25.4,32.4,28.9,77,24.3,9.2,3,310,2,W 
24-04-2022,26.4,32.8,29.2,78,0,8.7,4,290,2,E 
25-04-2022,26.2,32.1,28.4,83,0,3.9,6,320,3,W 
26-04-2022,25.9,32.1,28.1,80,8888,4.3,4,250,2,SE
27-04-2022,26.2,32.3,28.2,80,8888,6.1,7,290,2,E 
28-04-2022,25.4,33.4,28.7,76,0.5,6.2,3,300,2,E 
29-04-2022,25.6,33.2,29.4,76,0,8.9,4,290,2,NW
30-04-2022,27,33.4,29.5,78,0.1,9.8,4,310,2,SE
01-05-2022,25.4,33.6,29.1,75,2,9.1,4,230,2,SE
02-05-2022,26.4,32.9,29.5,74,0,9.3,4,300,2,W 
03-05-2022,25.8,34.4,,,0,8.9,4,250,2,SE
04-05-2022,25.4,32.8,29,76,8888,10.3,4,250,2,E 
05-05-2022,27.2,32,28.3,83,8888,9.4,3,140,2,E 
06-05-2022,25.5,33.8,28.8,79,0.4,3.5,4,250,2,SE
07-05-2022,26.2,33.1,28.1,81,8888,9,6,100,2,E 
08-05-2022,25.9,32,28.1,84,25.8,7.5,4,300,1,SE
09-05-2022,26.2,31.9,28.2,83,0.4,2.9,4,300,2,W 
10-05-2022,26.8,30.2,28.3,86,3.5,3.8,6,320,2,SE
11-05-2022,25.5,32.4,28.9,78,27.9,3.1,4,250,2,W 
12-05-2022,26,33.4,29,80,6.2,8.3,4,300,2,SE
13-05-2022,25.8,33,29,81,8888,7,4,310,2,E 
14-05-2022,26,,,,9.2,9.8,4,280,2,SE
15-05-2022,25.4,33.2,,,17.4,8.8,4,240,2,E 
16-05-2022,26.2,30.2,27.9,83,0,10,5,320,2,E 
17-05-2022,25.1,33.1,27.5,81,0,1,5,70,2,E 
18-05-2022,25.6,33,28.4,81,40.5,5.7,4,220,2,E 
19-05-2022,25.8,32.8,28.1,82,0,8.5,5,110,2,E 
20-05-2022,25.2,32.4,28.6,78,23.6,8.6,3,260,2,E 
21-05-2022,25.5,32.5,28.9,76,0,9.8,4,250,2,E 
22-05-2022,25.6,33.4,28.7,76,0,4.9,4,260,2,SE
23-05-2022,26,33.4,29.3,75,0,9.9,3,280,2,W 
24-05-2022,26.4,32.1,28.8,79,0,6.2,5,350,2,W 
25-05-2022,27.4,32.5,28.5,82,8888,2.9,4,180,2,E 
26-05-2022,,,,,,,,,,
27-05-2022,23.2,27,24.5,91,147.6,4.6,4,240,2,E 
28-05-2022,23.5,31.5,26.8,84,3.8,0.2,3,70,1,E 
29-05-2022,24.8,32.2,28,79,0,6.1,3,300,2,NW
30-05-2022,26,32.3,28.5,78,8888,7.3,4,30,2,E 
31-05-2022,26.2,33,29.2,77,0,5.4,4,320,2,E 
01-06-2022,25.4,32.9,29,74,0,8.6,3,300,2,E 
02-06-2022,25.8,33.2,28.8,74,0,9.3,4,250,2,SE
03-06-2022,25.6,32.2,28.1,79,0,10.1,4,310,2,E 
04-06-2022,25.6,31.8,27,87,7.5,7.1,4,290,2,SE
05-06-2022,24,32.2,27,82,6.6,3.9,4,250,2,E 
06-06-2022,24.5,32.2,27.9,85,0.9,9.3,5,240,2,E 
07-06-2022,25.4,32.6,28.3,81,8888,9.5,4,240,2,SE
08-06-2022,25.4,33.1,28.9,76,8888,6,6,300,2,W 
09-06-2022,25.9,32,27.7,85,0.7,10.4,4,320,2,E 
10-06-2022,25.2,32.8,,,10,5.8,4,230,2,E 
11-06-2022,25.4,32.5,28.1,79,8888,9,5,300,2,SE
12-06-2022,25.5,31.6,26.8,88,0.6,7.9,7,130,3,N 
13-06-2022,25,31.6,27.1,82,14,2.9,6,300,2,E 
14-06-2022,,,,,,,,,,
15-06-2022,25.5,30.2,27.1,87,19.3,6,3,20,1,SE
16-06-2022,25.7,32.4,28.4,82,0.4,0.7,4,240,1,S 
17-06-2022,25.4,32.2,28.3,79,2.5,5.9,4,310,2,W 
18-06-2022,26,29.5,27.1,85,2.3,5.6,3,80,1,SE
19-06-2022,24.5,32,27.1,85,4.5,0,4,290,2,SE
20-06-2022,24.8,32.6,28.3,76,1.5,7.7,4,310,2,SE
21-06-2022,24.5,,28.2,75,0,8.5,4,250,2,W 
22-06-2022,25.4,32.2,28.2,78,5,9.8,6,30,2,NE
23-06-2022,26.4,30.8,28.2,79,0,7.5,4,290,2,W 
24-06-2022,23.5,32,27.2,83,2.7,3.4,4,240,1,SE
25-06-2022,24.4,31.6,26.6,86,7.2,5.3,4,250,2,SE
26-06-2022,23,32.7,27.7,80,10,8.3,4,230,2,SE
27-06-2022,23,32.6,28.2,80,0,9.6,5,230,2,E 
28-06-2022,24.2,31.4,27.5,80,7.6,6.8,4,250,2,W 
29-06-2022,25,32,27.5,83,,10,3,250,1,E 
30-06-2022,25.8,32.6,28.3,78,1.3,7.1,3,320,1,SE
01-07-2022,26.2,32.2,28.7,79,0,4.8,4,260,2,W 
02-07-2022,26,32.6,28.9,78,0,7.5,5,30,2,W 
03-07-2022,26,32.4,28.5,79,0,10.3,4,250,2,E 
04-07-2022,26.2,32.6,28,82,0.2,4.2,4,240,2,SE
05-07-2022,25.3,32.5,28.2,77,0,5.8,5,240,2,E 
06-07-2022,25.6,33.2,29.6,70,0,9.4,4,290,2,S 
07-07-2022,25.4,32.6,28.2,76,0,10,4,240,2,S 
08-07-2022,25,31.2,27.2,78,0,6.9,4,170,2,SE
09-07-2022,26,31.2,,,0,0.9,4,280,2,E 
10-07-2022,25.5,31.2,27.8,79,0.2,0.4,4,50,2,E 
11-07-2022,26.2,32,28.4,80,8888,0,5,240,2,W 
12-07-2022,26.4,32.2,28.8,78,8888,6.5,4,250,1,SE
13-07-2022,25.7,31.9,28.3,77,0,7.6,4,260,2,W 
14-07-2022,26,30.8,27.9,84,0,6.2,5,300,2,NW
15-07-2022,24.6,32,27.6,81,4.1,0.4,4,310,1,E 
16-07-2022,25,32.3,28.2,79,0,4.2,5,240,2,E 
17-07-2022,25.5,31.8,28,77,0,8.1,7,360,3,W 
18-07-2022,25,32.2,28,78,0.1,8.9,4,300,2,SE
19-07-2022,25,31.4,28,74,0,1.6,4,280,2,SE
20-07-2022,25.4,32.6,28.4,75,0,5.6,4,240,2,W 
21-07-2022,25.8,33.2,27.7,82,0,10.4,3,230,1,SE
22-07-2022,25,31.2,27.6,81,3,10.4,5,280,2,W 
23-07-2022,25.2,32.4,28.7,78,0,7.8,4,290,2,SE
24-07-2022,24.2,33.6,27.6,70,0,8.2,4,240,2,E 
25-07-2022,23.5,33,27.4,69,0,9.9,4,240,2,SE
26-07-2022,24,32,28,80,0,10.3,3,280,2,SE
27-07-2022,24.8,31.9,28.4,75,0,4.7,4,250,2,SE
28-07-2022,24.6,33,28.7,72,0,9.4,4,250,2,W 
29-07-2022,25,31.8,28.2,72,0,9.8,5,250,2,W 
30-07-2022,24.8,34,28.4,76,0,8.5,5,250,2,W 
31-07-2022,26.2,31.8,28.3,77,0,9.7,3,270,2,E 
01-08-2022,25.2,31.6,27.8,84,6.7,4.1,4,250,2,W 
02-08-2022,26,31.6,28.3,81,0,8.8,4,260,2,SE
03-08-2022,24.4,32.4,28.2,75,2.6,5.5,4,260,2,W 
04-08-2022,24.4,33.4,28.3,73,0,10.3,4,280,2,E 
05-08-2022,24.2,33.2,27.9,71,0,10.1,4,240,2,SE
06-08-2022,24.4,32.8,27.6,74,0,11.2,5,230,2,S 
07-08-2022,24.6,31.8,27.7,77,0,8.7,5,220,2,S 
08-08-2022,25.2,32.6,27.3,80,0,4.4,5,230,2,SE
09-08-2022,25.5,32.2,28,80,6.9,7.1,4,250,2,W 
10-08-2022,25.4,31.4,27.8,78,0,6.2,8,310,3,E 
11-08-2022,25,,,,13.4,7.7,5,310,3,NW
12-08-2022,25.2,31.2,,,0,4.4,4,280,1,E 
13-08-2022,25.6,31.2,28,80,0.3,4.1,4,270,2,SE
14-08-2022,25.6,32.2,28,78,8888,6.2,5,250,2,E 
15-08-2022,24.2,32,27.4,71,6,9.1,4,270,2,W 
16-08-2022,24.4,31.6,27.7,74,0,9,4,230,2,E 
17-08-2022,25.5,32.6,28.5,68,0,9.7,5,230,2,E 
18-08-2022,26,31.6,28.4,73,0,4.6,4,250,2,W 
19-08-2022,26,,,,0,6.7,5,240,3,SW
20-08-2022,25.8,32.2,,,0,10.5,5,270,2,SE
21-08-2022,24.2,32.4,28.8,67,0,9.5,5,240,2,E 
22-08-2022,24.6,33,28.7,70,0,9.1,4,280,2,E 
23-08-2022,24.8,32.8,28.1,74,0,9.8,5,250,2,W 
24-08-2022,24.4,32,27.5,72,0,10.3,4,250,2,W 
25-08-2022,25,30.6,27.7,75,8888,6.5,4,240,1,W 
26-08-2022,25.8,31.4,28.3,75,0,4.5,5,240,2,W 
27-08-2022,25.2,31.6,27.5,77,0,10.1,4,310,2,W 
28-08-2022,25.3,32.6,28.4,74,1.5,5.2,5,250,2,W 
29-08-2022,26,31.6,28.3,76,0,7.9,5,50,2,W 
30-08-2022,25.9,31.2,27.3,83,1,9.8,4,310,2,SE
31-08-2022,24.2,32,27.9,79,3.3,2.7,5,240,2,E 
01-09-2022,25,32,28,76,8888,9.9,5,250,2,W 
02-09-2022,25,31.4,28.3,77,0,10,5,250,2,W 
03-09-2022,26.5,32.2,28.7,78,8888,7.8,5,240,2,E 
04-09-2022,25.8,31.7,28.3,79,1.2,6.3,5,40,2,W 
05-09-2022,26.2,31.8,28.6,76,8888,8.8,5,240,3,W 
06-09-2022,26.2,32.4,,,8888,6.2,5,240,2,E 
07-09-2022,24.8,32.9,27.9,74,0.4,7.3,5,230,2,E 
08-09-2022,24.6,33.2,28.2,78,8888,3.1,7,20,2,E 
09-09-2022,25.2,,,,0.3,5.1,4,270,2,SE
10-09-2022,24.5,31.6,28.2,75,0,8.7,4,300,2,S 
11-09-2022,24.6,33.2,28.1,69,0,9.6,4,240,2,E 
12-09-2022,25.2,33.3,28.2,72,0,10,4,270,2,W 
13-09-2022,26.6,32,28.9,74,0,9.9,6,290,2,NW
14-09-2022,25.8,32,28.6,74,0,8.4,4,250,2,W 
15-09-2022,26.6,31,28.5,72,8888,9.1,4,290,2,W 
16-09-2022,25.5,34.8,29.7,67,0,0.8,5,230,2,SE
17-09-2022,25.8,33,28.5,74,0,9.9,4,220,2,SW
18-09-2022,26.2,34,29.2,72,0,9.7,4,260,2,SE
19-09-2022,25.2,32,28.1,72,0,7.6,6,280,2,SE
20-09-2022,26.2,31.6,27.7,82,0.4,7.2,5,320,2,E 
21-09-2022,26.2,32.5,27.9,84,34.6,1.6,4,240,2,SE
22-09-2022,25.4,32.6,27.4,83,4.2,7.2,4,20,2,SE
23-09-2022,25.7,32,28.8,78,2.8,3.2,4,290,2,SE
24-09-2022,25.4,33.4,28.7,78,0,6.5,4,240,2,SW
25-09-2022,25.8,33.4,29.2,71,0,10,5,220,2,SE
26-09-2022,25.2,32.4,28.4,77,0,9.5,5,220,2,SE
27-09-2022,25.2,34.2,29.1,69,0,6.9,4,220,2,E 
28-09-2022,25.8,33,28.6,70,0,10,4,240,2,E 
29-09-2022,26,32.4,28.4,77,8888,7.9,8,10,2,N 
30-09-2022,24.8,32.4,28.1,80,4,6.4,4,300,2,SE
01-10-2022,25,,28.7,77,0,7.2,4,250,2,E 
02-10-2022,25.4,33,28.6,75,13.5,7.6,5,150,2,E 
03-10-2022,25.5,33.2,27.6,80,1,10,4,250,2,E 
04-10-2022,24.8,32.8,28.2,76,8.3,7.5,5,30,2,E 
05-10-2022,25.9,32,28.2,79,3.7,7.4,7,240,2,E 
06-10-2022,25.6,30.2,26.4,90,36,6.3,5,290,2,E 
07-10-2022,24,32,27.9,82,101.6,3,3,260,2,SE
08-10-2022,26.5,32.6,29.1,81,0,7.2,5,280,2,SE
09-10-2022,26.4,31.8,28.1,82,0.3,6.3,6,220,2,E 
10-10-2022,25.8,31.5,27.8,85,26.3,5.2,8,300,3,E 
11-10-2022,25.2,31.6,26.9,87,17,8.4,5,30,2,E 
12-10-2022,25.2,32.4,27.2,86,50.2,3.8,5,280,2,E 
13-10-2022,24.6,32,27,82,0.5,6.9,5,250,2,E 
14-10-2022,24.4,31.8,27.2,83,26.3,7.5,3,280,2,SE
15-10-2022,24.6,33.5,28.2,77,0.2,6,5,310,2,E 
16-10-2022,26.2,32,27.5,85,2.4,7.8,4,330,2,SE
17-10-2022,24.8,31.2,27.9,80,17,3.9,3,320,1,C 
18-10-2022,25.6,32.4,27.6,87,8888,4.5,7,300,2,E 
19-10-2022,25,31.7,27.6,84,41.6,5.5,3,280,2,E 
20-10-2022,25.7,33.3,29.1,78,1.9,3.6,4,220,2,E 
21-10-2022,25.2,32.3,29.2,78,8888,10.9,3,90,1,E 
