Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
27-11-2012,25.2,32.8,28.5,79,4,7.1,6,180,2,SE
28-11-2012,25.8,31.4,28,80,8888,1.1,4,270,2,SE
29-11-2012,24.6,33.2,28.9,76,1,7.9,5,315,2,SE
30-11-2012,25.8,33.2,29.6,77,8888,6.6,4,270,2,SE
01-12-2012,25.6,33.6,29.9,76,8888,6.1,5,225,2,E 
02-12-2012,24.8,33.2,29,80,8888,5.5,5,45,2,E 
03-12-2012,25.1,33,28.5,81,3.1,7.7,5,90,2,E 
04-12-2012,24.8,33.4,28.4,81,8888,7.9,7,45,2,E 
05-12-2012,24.2,33.4,28.2,80,10.9,6.7,6,315,2,SE
06-12-2012,22.9,32.8,28.2,81,8888,2.2,5,225,2,E 
07-12-2012,23,32.6,28.3,84,1.5,5,7,315,3,SE
08-12-2012,21.6,33.4,28.4,80,8.6,6.2,7,225,2,SE
09-12-2012,21.7,32.7,27.7,85,8.5,6.4,7,315,3,E 
10-12-2012,24.4,32.4,26.7,87,17,3.9,8,315,2,E 
11-12-2012,23.9,32.2,26.8,88,77.5,1.9,10,45,3,SE
12-12-2012,23.9,32,27.8,79,20.1,6,5,360,2,SE
13-12-2012,23.6,32.8,28.5,80,8888,5.3,5,315,3,E 
14-12-2012,22.8,32.9,26.2,87,0.5,0.8,6,135,3,E 
15-12-2012,22.6,31,26.7,85,33.4,0.7,8,225,2,SE
16-12-2012,23.2,32.6,28.1,78,3.4,6.9,5,315,2,SE
17-12-2012,24.4,32.8,28.4,77,8888,5.4,6,315,2,NW
18-12-2012,24.6,31,28.1,83,8888,3.2,7,315,2,SE
19-12-2012,24.4,32.6,28.6,79,8888,5.4,8,270,3,E 
20-12-2012,23.2,30.9,27.6,84,5.2,0.9,8,360,3,E 
21-12-2012,23.2,33.2,28.6,85,30.5,6.4,5,315,2,SE
22-12-2012,23.3,30.4,27.4,85,12.9,1.8,13,270,4,E 
23-12-2012,24,31.4,27.6,85,32,3.4,16,315,4,E 
24-12-2012,24.6,30.5,27.7,85,24.5,1.7,6,315,2,NW
25-12-2012,24.6,29.5,26.1,89,20,0,10,225,2,SE
26-12-2012,24.4,32.1,27.7,85,58.7,5.4,10,315,3,NW
27-12-2012,26,31.2,28.6,84,1.4,2.9,7,315,2,SE
28-12-2012,25.8,33.2,29.1,78,1.7,3.8,5,315,2,SE
29-12-2012,24.2,32.9,28.2,84,8888,5,7,315,2,SE
30-12-2012,23.4,32.6,27.5,87,1.7,3.6,6,45,3,E 
31-12-2012,23.2,30.2,27.5,86,71.9,1.5,7,45,2,W 
01-01-2013,26,28.6,26.1,91,3.6,0,18,315,6,NW
02-01-2013,25,28.6,26.8,90,120.8,0.5,13,270,4,W 
03-01-2013,25,31.9,26,92,55.9,4.3,16,270,3,E 
04-01-2013,25,27.2,26,91,103.5,0.3,11,270,4,NE
05-01-2013,24,28.1,26.9,89,21.3,0,10,270,4,SE
06-01-2013,23,30,26.4,91,63.9,4.3,10,135,5,E 
07-01-2013,23,30.8,26,90,64.6,5.3,21,315,7,NW
08-01-2013,22,31.1,28.9,82,13.6,0,18,315,8,NW
09-01-2013,22,29,27.5,84,8.4,0.7,29,315,10,NW
10-01-2013,24,31,29.1,79,12.4,7.3,18,315,6,NW
11-01-2013,24,32,28.4,85,8888,1.9,17,270,4,W 
12-01-2013,24,32,28.6,83,5.6,0.5,16,270,2,SE
13-01-2013,24,30.6,28,88,18.5,0.5,9,225,2,SE
14-01-2013,23,27.8,25.6,91,17.5,0,21,315,4,SE
15-01-2013,23,29,25.5,92,32.4,0,14,315,2,SE
16-01-2013,23,31,27.2,87,34.6,6.8,5,315,2,NW
17-01-2013,24,32.2,28.6,86,1,7.7,7,315,3,NW
18-01-2013,25,32,27.5,89,2.4,1.5,18,270,3,SE
19-01-2013,24,32.2,25.5,94,17.6,1.4,12,360,3,E 
20-01-2013,23,27.4,25.4,96,38,0,20,315,2,E 
21-01-2013,23,32,27,91,43,4.4,13,45,2,E 
22-01-2013,23,32.1,27,87,32,4.2,7,270,3,NW
23-01-2013,24,31.1,27.2,91,35.4,4.2,9,315,4,NW
24-01-2013,25,31.1,27.1,86,5,2.7,13,315,2,E 
25-01-2013,25,29.6,26.9,90,29.7,2.3,9,315,4,NW
26-01-2013,24,30.2,26,90,86,1.8,7,315,2,NW
27-01-2013,25,30.2,25.4,95,41.8,0,11,45,3,E 
28-01-2013,25,28.8,26.1,90,37.3,1.2,6,315,2,E 
29-01-2013,24,28.5,26.3,90,9.7,0.7,13,315,4,E 
30-01-2013,23,30.4,27.2,87,23.9,3.7,7,270,2,E 
31-01-2013,23,32,27,85,8888,4.3,14,315,3,NW
01-02-2013,,,,,,,,,,
02-02-2013,,,,,,,,,,
03-02-2013,,,,,,,,,,
04-02-2013,,,,,,,,,,
05-02-2013,,,,,,,,,,
06-02-2013,,,,,,,,,,
07-02-2013,,,,,,,,,,
08-02-2013,,,,,,,,,,
09-02-2013,,,,,,,,,,
10-02-2013,,,,,,,,,,
11-02-2013,,,,,,,,,,
12-02-2013,,,,,,,,,,
13-02-2013,,,,,,,,,,
14-02-2013,,,,,,,,,,
15-02-2013,,,,,,,,,,
16-02-2013,,,,,,,,,,
17-02-2013,,,,,,,,,,
18-02-2013,,,,,,,,,,
19-02-2013,,,,,,,,,,
20-02-2013,,,,,,,,,,
21-02-2013,,,,,,,,,,
22-02-2013,,,,,,,,,,
23-02-2013,,,,,,,,,,
24-02-2013,,,,,,,,,,
25-02-2013,,,,,,,,,,
26-02-2013,,,,,,,,,,
27-02-2013,,,,,,,,,,
28-02-2013,,,,,,,,,,
01-03-2013,,,,,,,,,,
02-03-2013,,,,,,,,,,
03-03-2013,,,,,,,,,,
04-03-2013,,,,,,,,,,
05-03-2013,,,,,,,,,,
06-03-2013,,,,,,,,,,
07-03-2013,,,,,,,,,,
08-03-2013,,,,,,,,,,
09-03-2013,,,,,,,,,,
10-03-2013,,,,,,,,,,
11-03-2013,,,,,,,,,,
12-03-2013,,,,,,,,,,
13-03-2013,,,,,,,,,,
14-03-2013,,,,,,,,,,
15-03-2013,,,,,,,,,,
16-03-2013,,,,,,,,,,
17-03-2013,,,,,,,,,,
18-03-2013,,,,,,,,,,
19-03-2013,,,,,,,,,,
20-03-2013,,,,,,,,,,
21-03-2013,,,,,,,,,,
22-03-2013,,,,,,,,,,
23-03-2013,,,,,,,,,,
24-03-2013,,,,,,,,,,
25-03-2013,,,,,,,,,,
26-03-2013,,,,,,,,,,
27-03-2013,,,,,,,,,,
28-03-2013,,,,,,,,,,
29-03-2013,,,,,,,,,,
30-03-2013,,,,,,,,,,
31-03-2013,,,,,,,,,,
01-04-2013,,,,,,,,,,
02-04-2013,,,,,,,,,,
03-04-2013,,,,,,,,,,
04-04-2013,,,,,,,,,,
05-04-2013,,,,,,,,,,
06-04-2013,,,,,,,,,,
07-04-2013,,,,,,,,,,
08-04-2013,,,,,,,,,,
09-04-2013,,,,,,,,,,
10-04-2013,,,,,,,,,,
11-04-2013,,,,,,,,,,
12-04-2013,,,,,,,,,,
13-04-2013,,,,,,,,,,
14-04-2013,,,,,,,,,,
15-04-2013,,,,,,,,,,
16-04-2013,,,,,,,,,,
17-04-2013,,,,,,,,,,
18-04-2013,,,,,,,,,,
19-04-2013,,,,,,,,,,
20-04-2013,,,,,,,,,,
21-04-2013,,,,,,,,,,
22-04-2013,,,,,,,,,,
23-04-2013,,,,,,,,,,
24-04-2013,,,,,,,,,,
25-04-2013,,,,,,,,,,
26-04-2013,,,,,,,,,,
27-04-2013,,,,,,,,,,
28-04-2013,,,,,,,,,,
29-04-2013,,,,,,,,,,
30-04-2013,,,,,,,,,,
01-05-2013,,,,,,,,,,
02-05-2013,,,,,,,,,,
03-05-2013,,,,,,,,,,
04-05-2013,,,,,,,,,,
05-05-2013,,,,,,,,,,
06-05-2013,,,,,,,,,,
07-05-2013,,,,,,,,,,
08-05-2013,,,,,,,,,,
09-05-2013,,,,,,,,,,
10-05-2013,,,,,,,,,,
11-05-2013,,,,,,,,,,
12-05-2013,,,,,,,,,,
13-05-2013,,,,,,,,,,
14-05-2013,,,,,,,,,,
15-05-2013,,,,,,,,,,
16-05-2013,,,,,,,,,,
17-05-2013,,,,,,,,,,
18-05-2013,,,,,,,,,,
19-05-2013,,,,,,,,,,
20-05-2013,,,,,,,,,,
21-05-2013,,,,,,,,,,
22-05-2013,,,,,,,,,,
23-05-2013,,,,,,,,,,
24-05-2013,,,,,,,,,,
25-05-2013,,,,,,,,,,
26-05-2013,,,,,,,,,,
27-05-2013,,,,,,,,,,
28-05-2013,,,,,,,,,,
29-05-2013,,,,,,,,,,
30-05-2013,,,,,,,,,,
31-05-2013,,,,,,,,,,
01-06-2013,,,,,,,,,,
02-06-2013,,,,,,,,,,
03-06-2013,,,,,,,,,,
04-06-2013,,,,,,,,,,
05-06-2013,,,,,,,,,,
06-06-2013,,,,,,,,,,
07-06-2013,,,,,,,,,,
08-06-2013,,,,,,,,,,
09-06-2013,,,,,,,,,,
10-06-2013,,,,,,,,,,
11-06-2013,,,,,,,,,,
12-06-2013,,,,,,,,,,
13-06-2013,,,,,,,,,,
14-06-2013,,,,,,,,,,
15-06-2013,,,,,,,,,,
16-06-2013,,,,,,,,,,
17-06-2013,,,,,,,,,,
18-06-2013,,,,,,,,,,
19-06-2013,,,,,,,,,,
20-06-2013,,,,,,,,,,
21-06-2013,,,,,,,,,,
22-06-2013,,,,,,,,,,
23-06-2013,,,,,,,,,,
24-06-2013,,,,,,,,,,
25-06-2013,,,,,,,,,,
26-06-2013,,,,,,,,,,
27-06-2013,,,,,,,,,,
28-06-2013,,,,,,,,,,
29-06-2013,,,,,,,,,,
30-06-2013,,,,,,,,,,
01-07-2013,25,29.6,,,4.8,3.5,3,90,1,N 
02-07-2013,25,32.6,28.1,82,0.8,0,4,50,2,SE
03-07-2013,26,32.2,27.5,82,1.5,4.3,4,250,2,N 
04-07-2013,24,32,27.9,79,20.6,8,6,350,2,N 
05-07-2013,25,32.2,27.7,80,0,10.4,4,300,2,S 
06-07-2013,26,31.7,27,86,0,5.3,7,290,2,SE
07-07-2013,24,,26.7,88,21.1,2.2,4,250,2,SE
08-07-2013,25,32,27.3,86,2.1,7.5,4,270,2,SE
09-07-2013,25,,27.5,84,8888,7.7,4,300,2,SE
10-07-2013,,32.1,,,2.9,4.4,6,260,3,E 
11-07-2013,24,30.8,27.1,91,17,8.8,6,270,2,SE
12-07-2013,25,30.8,26.4,90,1.7,5.7,4,260,2,SE
13-07-2013,25,32.2,27.6,86,2.9,2.5,5,280,2,N 
14-07-2013,25,,27.8,86,1.1,5.7,5,150,3,W 
15-07-2013,,,,,,,,,,
16-07-2013,,,,,,,,,,
17-07-2013,,,,,,,,,,
18-07-2013,,,,,,,,,,
19-07-2013,,,,,,,,,,
20-07-2013,,,,,,,,,,
21-07-2013,,,,,,,,,,
22-07-2013,,,,,,,,,,
23-07-2013,,,,,,,,,,
24-07-2013,,,,,,,,,,
25-07-2013,,,,,,,,,,
26-07-2013,25,33.2,,,8888,5,4,320,2,NW
27-07-2013,,,,,,,,,,
28-07-2013,25,,,,0,10,11,220,6,SW
29-07-2013,24,,,,0,,4,240,2,S 
30-07-2013,,,,,,,,,,
31-07-2013,,,,,,,,,,
01-08-2013,,,,,,,,,,
02-08-2013,,,,,,,,,,
03-08-2013,,,,,,,,,,
04-08-2013,,,,,,,,,,
05-08-2013,,,,,,,,,,
06-08-2013,,,,,,,,,,
07-08-2013,,,,,,,,,,
08-08-2013,,,,,,,,,,
09-08-2013,,,,,,,,,,
10-08-2013,,,,,,,,,,
11-08-2013,,,,,,,,,,
12-08-2013,,,,,,,,,,
13-08-2013,,,,,,,,,,
14-08-2013,,,,,,,,,,
15-08-2013,,,,,,,,,,
16-08-2013,,,,,,,,,,
17-08-2013,,,,,,,,,,
18-08-2013,,,,,,,,,,
19-08-2013,,,,,,,,,,
20-08-2013,,,,,,,,,,
21-08-2013,,,,,,,,,,
22-08-2013,,,,,,,,,,
23-08-2013,,,,,,,,,,
24-08-2013,,,,,,,,,,
25-08-2013,,,,,,,,,,
26-08-2013,,,,,,,,,,
27-08-2013,,,,,,,,,,
28-08-2013,,,,,,,,,,
29-08-2013,,,,,,,,,,
30-08-2013,,,,,,,,,,
31-08-2013,,,,,,,,,,
01-09-2013,,,,,,,,,,
02-09-2013,,,,,,,,,,
03-09-2013,,,,,,,,,,
04-09-2013,,,,,,,,,,
05-09-2013,,,,,,,,,,
06-09-2013,,,,,,,,,,
07-09-2013,,,,,,,,,,
08-09-2013,,,,,,,,,,
09-09-2013,,,,,,,,,,
10-09-2013,,,,,,,,,,
11-09-2013,,,,,,,,,,
12-09-2013,,,,,,,,,,
13-09-2013,,,,,,,,,,
14-09-2013,,,,,,,,,,
15-09-2013,,,,,,,,,,
16-09-2013,,,,,,,,,,
17-09-2013,,,,,,,,,,
18-09-2013,,,,,,,,,,
19-09-2013,,,,,,,,,,
20-09-2013,,,,,,,,,,
21-09-2013,,,,,,,,,,
22-09-2013,,,,,,,,,,
23-09-2013,,,,,,,,,,
24-09-2013,,,,,,,,,,
25-09-2013,,,,,,,,,,
26-09-2013,,,,,,,,,,
27-09-2013,,,,,,,,,,
28-09-2013,,,,,,,,,,
29-09-2013,,,,,,,,,,
30-09-2013,,,,,,,,,,
01-10-2013,,,,,,,,,,
02-10-2013,,,,,,,,,,
03-10-2013,,,,,,,,,,
04-10-2013,,,,,,,,,,
05-10-2013,,,,,,,,,,
06-10-2013,,,,,,,,,,
07-10-2013,,,,,,,,,,
08-10-2013,,,,,,,,,,
09-10-2013,,,,,,,,,,
10-10-2013,,,,,,,,,,
11-10-2013,,,,,,,,,,
12-10-2013,,,,,,,,,,
13-10-2013,,,,,,,,,,
14-10-2013,,,,,,,,,,
15-10-2013,,,,,,,,,,
16-10-2013,,,,,,,,,,
17-10-2013,,,,,,,,,,
18-10-2013,,,,,,,,,,
19-10-2013,,,,,,,,,,
20-10-2013,,,,,,,,,,
21-10-2013,,,,,,,,,,
22-10-2013,,,,,,,,,,
23-10-2013,,,,,,,,,,
24-10-2013,,,,,,,,,,
25-10-2013,,,,,,,,,,
26-10-2013,,,,,,,,,,
27-10-2013,,,,,,,,,,
28-10-2013,,,,,,,,,,
29-10-2013,,,,,,,,,,
30-10-2013,,,,,,,,,,
31-10-2013,,,,,,,,,,
01-11-2013,,,,,,,,,,
02-11-2013,,,,,,,,,,
03-11-2013,,,,,,,,,,
04-11-2013,,,,,,,,,,
05-11-2013,,,,,,,,,,
06-11-2013,,,,,,,,,,
07-11-2013,,,,,,,,,,
08-11-2013,,,,,,,,,,
09-11-2013,,,,,,,,,,
10-11-2013,,,,,,,,,,
11-11-2013,,,,,,,,,,
12-11-2013,,,,,,,,,,
13-11-2013,,,,,,,,,,
14-11-2013,,,,,,,,,,
15-11-2013,,,,,,,,,,
16-11-2013,,,,,,,,,,
17-11-2013,,,,,,,,,,
18-11-2013,,,,,,,,,,
19-11-2013,,,,,,,,,,
20-11-2013,,,,,,,,,,
21-11-2013,,,,,,,,,,
22-11-2013,,,,,,,,,,
23-11-2013,,,,,,,,,,
24-11-2013,,,,,,,,,,
25-11-2013,,,,,,,,,,
26-11-2013,,,,,,,,,,
27-11-2013,,,,,,,,,,
28-11-2013,,,,,,,,,,
29-11-2013,,,,,,,,,,
30-11-2013,,,,,,,,,,
01-12-2013,,,,,,,,,,
02-12-2013,,,,,,,,,,
03-12-2013,,,,,,,,,,
04-12-2013,,,,,,,,,,
05-12-2013,,,,,,,,,,
06-12-2013,,,,,,,,,,
07-12-2013,,,,,,,,,,
08-12-2013,,,,,,,,,,
09-12-2013,,,,,,,,,,
10-12-2013,,,,,,,,,,
11-12-2013,,,,,,,,,,
12-12-2013,,,,,,,,,,
13-12-2013,,,,,,,,,,
14-12-2013,,,,,,,,,,
15-12-2013,,,,,,,,,,
16-12-2013,,,,,,,,,,
17-12-2013,,,,,,,,,,
18-12-2013,,,,,,,,,,
19-12-2013,,,,,,,,,,
20-12-2013,,,,,,,,,,
21-12-2013,,,,,,,,,,
22-12-2013,,,,,,,,,,
23-12-2013,,,,,,,,,,
24-12-2013,,,,,,,,,,
25-12-2013,,,,,,,,,,
26-12-2013,,,,,,,,,,
27-12-2013,,,,,,,,,,
28-12-2013,,,,,,,,,,
29-12-2013,,,,,,,,,,
30-12-2013,,,,,,,,,,
31-12-2013,,,,,,,,,,
01-01-2014,,30.4,25.3,92,19.5,0,6,320,3,E 
02-01-2014,24,29.4,25.2,95,29.7,1.9,8,310,3,E 
03-01-2014,25.4,,25.9,90,3.5,2.8,6,30,3,E 
04-01-2014,24,30.4,25.4,93,9.8,1.2,7,320,2,E 
05-01-2014,,30.8,26.9,88,27.6,4.6,6,330,2,E 
06-01-2014,24.8,,26.3,89,8888,4.5,8,310,3,NE
07-01-2014,24.4,,26.6,88,25.2,3.6,8,20,3,N 
08-01-2014,24.6,30.6,26.9,88,,3.6,4,320,2,E 
09-01-2014,,30.8,26.8,88,3.1,4.1,6,40,3,NE
10-01-2014,25.8,29.8,26.6,89,5,6.1,7,320,3,NW
11-01-2014,24.4,31.2,27.1,87,27.2,4.2,7,310,2,NW
12-01-2014,24.8,31.1,27.7,88,0.2,4.5,10,300,4,NW
13-01-2014,24.2,30,26.8,89,105.2,6.4,5,270,2,W 
14-01-2014,24.7,28.8,26.4,89,7.1,1.1,6,290,3,W 
15-01-2014,25,29.8,27.9,86,24,0,9,270,5,W 
16-01-2014,25.8,28,26.6,87,30.6,0.8,15,320,7,NW
17-01-2014,23.6,32,28,81,84,0,8,270,5,NW
18-01-2014,23.8,30,26.3,89,9.5,1.5,6,280,3,E 
19-01-2014,24.5,30.5,27.7,86,20.3,1.9,6,330,4,NW
20-01-2014,24,,27.2,90,14,4.3,10,310,4,NW
21-01-2014,25.1,,27.6,86,9.9,1.6,9,340,4,NW
22-01-2014,26.2,30,26.1,87,8888,0.9,10,320,2,SE
23-01-2014,24.8,28.8,25.3,91,8.4,0.1,8,260,2,SE
24-01-2014,24.4,,24.2,96,57.4,0.4,8,300,2,SE
25-01-2014,21.6,30.2,25.9,89,29.1,0,7,260,2,SE
26-01-2014,22.4,31.2,26.3,91,27.5,0.3,6,270,2,E 
27-01-2014,,31.2,27,88,44,3,7,290,4,NW
28-01-2014,25.4,,27.8,87,8888,4.5,6,70,2,W 
29-01-2014,24.4,28.6,25.7,94,15,6.7,9,320,4,NW
30-01-2014,24.8,29.3,27,88,80,0,9,360,6,NW
31-01-2014,25.4,30.2,28.3,82,23.3,0.4,9,290,6,NW
01-02-2014,25.8,,27.5,86,5.4,3.6,8,320,5,NW
02-02-2014,25.6,31,28.2,86,30.3,0,7,310,3,NW
03-02-2014,25.4,30.2,27.1,88,3.5,2.8,6,320,2,E 
04-02-2014,25.2,31.4,27.9,88,0.7,0.9,3,250,1,N 
05-02-2014,25.2,30,26.9,88,8888,2.1,8,350,2,N 
06-02-2014,,32.2,27.8,85,1,3.7,3,280,2,W 
07-02-2014,25.4,32.6,28.6,83,0,9.5,5,320,3,NW
08-02-2014,,32.8,28.9,84,1.3,10,9,310,3,NW
09-02-2014,25.8,31.8,28.2,87,2.3,5.9,5,360,3,NW
10-02-2014,24,,27.1,87,70.2,4.7,6,290,2,NW
11-02-2014,24.6,30.2,27.4,86,0,3.3,4,320,2,N 
12-02-2014,25.3,31.2,27.8,86,0,2.3,4,330,2,N 
13-02-2014,25.2,,27.8,77,,9.1,8,330,2,N 
14-02-2014,24.6,32.1,27.5,85,0,10.4,8,310,3,E 
15-02-2014,23.2,30,25.8,88,37.8,2,7,320,3,N 
16-02-2014,23.6,28.4,25.7,90,26.5,7,5,240,1,E 
17-02-2014,24,29.6,24.9,91,17.4,0.3,6,310,2,E 
18-02-2014,24,31.5,27.2,87,13.5,0,5,330,2,NW
19-02-2014,24.3,31.8,26.3,88,,5.2,20,290,3,E 
20-02-2014,23.9,32,27.4,85,19.3,4.8,4,330,2,N 
21-02-2014,26,,28.4,84,8888,9.7,8,280,5,NW
22-02-2014,25.2,31,28.5,84,8,4.1,5,310,3,SE
23-02-2014,23.7,27.8,24.3,95,33.1,2.2,5,260,2,E 
24-02-2014,23.7,30.2,25.8,89,54.4,1.4,4,310,2,N 
25-02-2014,22.8,30.4,26.6,89,5.2,5.9,6,310,3,NE
26-02-2014,24.2,30.2,27.1,88,9.2,4.8,6,50,2,N 
27-02-2014,25.3,30.2,28.5,82,0,3,3,350,2,SE
28-02-2014,25.4,31.6,28,83,1.5,,6,330,2,SE
01-03-2014,24,31.4,27.2,87,,,9,320,2,E 
02-03-2014,25.2,32,28,85,8888,,4,330,2,SE
03-03-2014,24.9,32,27.5,86,,,5,320,2,E 
04-03-2014,24.6,29.2,26,93,44,5.4,3,110,1,SE
05-03-2014,25.6,31.5,27.7,87,32.5,,6,20,3,NW
06-03-2014,24.1,30.1,25.9,91,12.3,7,5,360,2,E 
07-03-2014,24,31.2,27.5,87,30.3,3.5,5,330,2,SE
08-03-2014,25.3,28.2,25.8,95,25.8,9,3,320,1,SE
09-03-2014,24.8,31.2,27.7,85,16.7,0.3,6,340,4,NW
10-03-2014,25.2,32,27.9,85,8.7,8.3,6,300,3,NW
11-03-2014,25.4,32,27.9,82,8888,,7,60,2,E 
12-03-2014,23.8,30.4,26.4,89,51.5,0.7,3,60,2,SE
13-03-2014,24.4,31,27,88,19,,6,280,3,W 
14-03-2014,25.2,32.2,28,88,9,7.3,3,340,1,NW
15-03-2014,25.4,32.5,28.1,83,,,3,310,2,SE
16-03-2014,24.8,32.4,27.7,84,,,4,300,2,E 
17-03-2014,24.8,31.4,27.4,85,8888,7.5,4,290,2,SE
18-03-2014,24.8,31.8,27,85,8888,6.9,4,260,2,E 
19-03-2014,24.8,30.5,27.2,86,4.5,6.2,9,10,3,N 
20-03-2014,25,31.6,27,91,10.7,5.9,4,330,2,SE
21-03-2014,24.8,32.1,27.9,85,8.5,6.5,4,300,2,E 
22-03-2014,24.4,31.8,27.7,82,28.9,2.7,6,290,2,SE
23-03-2014,,32.4,28.9,79,0,6.5,4,250,2,SE
24-03-2014,25,32.5,28.5,82,0,10.5,4,300,2,N 
25-03-2014,25.7,32.6,28.8,84,0,10.1,4,310,2,SE
26-03-2014,25,32.6,29,81,,10.1,4,310,2,SE
27-03-2014,26,33,28.4,84,0,3.5,6,100,2,SE
28-03-2014,26,32.8,27.9,86,0,7.9,3,320,2,E 
29-03-2014,,32.5,28.1,85,1.2,6,4,250,2,W 
30-03-2014,25.2,32.8,28.5,80,0,10.3,8,100,2,E 
31-03-2014,25.2,32.8,27.9,85,7,8.2,3,250,2,E 
01-04-2014,25.4,32.6,28.9,82,0,4.1,4,250,2,W 
02-04-2014,26.4,,28.8,85,0,9.2,4,290,2,SE
03-04-2014,25.2,33.2,28,88,3.7,5.1,4,230,2,E 
04-04-2014,25.6,32.2,27.9,87,5.2,7.8,4,350,2,SE
05-04-2014,25.8,31.4,27.1,89,10.1,4.1,7,300,2,SE
06-04-2014,24.4,,28,84,8.3,6.2,8,300,2,SE
07-04-2014,24.2,27.8,25.6,92,29.5,6.1,11,320,4,E 
08-04-2014,23.5,30.3,26.7,88,137.9,0,9,350,4,E 
09-04-2014,24.6,28.3,24.9,93,8,8.5,10,290,4,E 
10-04-2014,24,31.4,27.1,86,12.1,0.9,4,310,2,SE
11-04-2014,25.2,32.8,28.7,82,0,9.7,4,310,1,N 
12-04-2014,25,33,28.4,85,0,5.9,3,360,2,SE
13-04-2014,25.2,31.3,27.6,86,1.5,8.9,6,310,2,N 
14-04-2014,24.7,30,26.5,89,12,4.2,8,240,2,E 
15-04-2014,23.2,,25.8,91,19.5,2.3,5,250,1,SE
16-04-2014,,31.4,27.3,84,12.7,0.3,6,320,2,E 
17-04-2014,24.8,32.4,28.5,83,0,7.7,6,290,2,SE
18-04-2014,25.2,32.3,28.1,82,1.5,5.4,3,310,2,E 
19-04-2014,24.6,31.8,28,85,8888,6.9,4,300,2,NW
20-04-2014,25.3,32.6,28.8,82,8888,2.7,6,10,2,E 
21-04-2014,25.4,33.2,29.1,83,0,8.9,4,310,2,N 
22-04-2014,26.2,33,29.3,82,0,8.9,3,310,2,SE
23-04-2014,25.8,33.4,28.8,87,4.5,7.9,4,260,2,SE
24-04-2014,25.6,33.5,29,79,0,0,3,10,2,SE
25-04-2014,25,33.4,29.1,81,,9.1,4,300,2,NW
26-04-2014,25.8,33.8,29.6,78,8888,6.9,3,290,2,SE
27-04-2014,26,34,29.5,78,0,7.2,4,300,2,SE
28-04-2014,26.4,33.2,29.5,83,0,9.8,5,240,2,E 
29-04-2014,25.2,33.2,28.9,80,11.5,7.1,4,300,2,SE
30-04-2014,25.7,,29,78,8888,0,3,320,2,SE
01-05-2014,24.8,33.2,,,4.5,9.4,8,90,2,E 
02-05-2014,26.1,34,28.2,82,,9.2,4,290,1,SE
03-05-2014,24.8,33.7,28.7,81,14.3,6.1,5,330,2,SE
04-05-2014,25,33.2,28.7,79,4.2,9.6,3,250,2,E 
05-05-2014,25.6,33.2,30,76,0,7.9,4,250,2,W 
06-05-2014,26,34.4,29.8,78,0,9.7,3,290,2,W 
07-05-2014,26,34,,,8888,8.1,6,30,2,N 
08-05-2014,26.4,34.4,29.9,77,0,7.3,15,280,3,SE
09-05-2014,26.4,33.7,28.6,82,0,10.2,6,80,2,SE
10-05-2014,25.2,32.4,,,1.5,3.6,4,290,1,N 
11-05-2014,26.6,33.8,28.6,85,0.5,4.2,4,340,1,N 
12-05-2014,,30,27.7,86,18.4,6.4,7,20,2,SE
13-05-2014,25.2,31.2,27.7,88,0.6,0,3,110,1,SE
14-05-2014,25.2,33,28.7,80,0,0.6,5,40,3,SE
15-05-2014,25.4,32.2,,,,0.5,4,230,2,SE
16-05-2014,26,,29.6,80,1.5,6.5,5,260,2,E 
17-05-2014,26.1,34.2,,,,10.1,4,240,2,SE
18-05-2014,26,33.2,28.6,82,0,7.9,4,260,2,SE
19-05-2014,25.6,33,28,84,0,8.5,3,300,1,SE
20-05-2014,26.1,32,28.5,84,3.5,1.4,4,290,2,SE
21-05-2014,26,,28.9,80,2.5,3.1,5,240,2,S 
22-05-2014,26,33.3,28.9,77,0,9.6,6,50,2,SE
23-05-2014,26.2,33.2,28.7,82,0,8.1,4,250,2,E 
24-05-2014,24.6,,27.3,86,38.1,8.8,6,40,2,W 
25-05-2014,,33,27.9,85,8888,3.6,6,240,2,SE
26-05-2014,,,29,84,,6,4,240,2,N 
27-05-2014,25.9,33.6,29.2,77,0,5.2,3,280,1,W 
28-05-2014,,33.2,27.7,83,0,10.6,4,230,2,SE
29-05-2014,26.2,33.4,28.7,80,11.5,7.2,6,290,2,SE
30-05-2014,24.7,33,28.5,73,0,7.1,5,40,2,SE
31-05-2014,25.8,32.6,28.8,77,0,9.8,6,250,2,SE
01-06-2014,26,33.3,28.5,81,0,7.6,5,40,2,SE
02-06-2014,25.4,32.5,28.3,84,21.8,7.4,4,250,2,W 
03-06-2014,26.4,32.2,29.2,83,0,5.2,4,260,2,SE
04-06-2014,26.4,33.4,29.1,81,0,5.7,6,50,2,W 
05-06-2014,,32.5,29.1,79,0,7.4,6,60,2,W 
06-06-2014,26.6,32.5,,,0,6.4,6,300,2,N 
07-06-2014,26.4,32,28.7,86,0,7.4,3,360,1,N 
08-06-2014,25.4,32.3,,,3.1,4.3,4,40,1,SE
09-06-2014,25,33.1,,,3.9,5.1,5,270,1,W 
10-06-2014,26,33.1,,,8888,2.3,4,240,1,SE
11-06-2014,24.4,32.3,27.8,86,9,1.9,4,310,2,NW
12-06-2014,25.2,32.2,28.2,85,0,3,5,240,2,SE
